IGN,CLASS,LVL,CULVERT,FLAG
NandoLab,Night Walker,286,"72,179",0
Zugan,Shadower,287,"50,385",0
Smellymelons,Night Walker,285,"47,933",0
SingularityX,Hero,285,"42,851",0
AYoungPanda,Xenon,283,"39,434",0
AgriasOäks,Hero,285,"38,122",0
NaroXY,Night Lord,284,"36,429",0
Cessation,Hero,284,"36,005",0
Sachdad,Kain,285,"34,661",0
ShiroUni,Bishop,281,"33,771",350
HeWhoBuccs,Buccaneer,282,"30,139",0
ExiledCrown,Night Lord,283,"28,021",0
joosty,Dawn Warrior,282,"28,004",0
MysticalStep,Phantom,285,"27,866",0
JoniPally,Paladin,284,"27,141",0
Charmante,Kinesis,282,"26,211",0
DWBob,Dawn Warrior,284,"25,123",100
Susah,Bowmaster,276,0,0
Synchronite,Zero,261,0,0
ThatsoEvan,Evan,270,0,0
TigerThorn,Kanna,255,0,0
URAQT,Angelic Buster,260,0,0
Waowa,Wind Archer,262,0,0
WaterBender,Zero,278,0,0
Wexam,Mercedes,260,0,0
winterwinta,Phantom,273,0,0
bunch0,Illium,284,0,0
bunchwalk,Night Walker,263,0,0
discountMerc,Wind Archer,261,0,0
geminiseason,Shadower,261,0,0
gomahao,Marksman,287,0,0
joyjoos,Buccaneer,265,0,0
Kesmaree,Adele,264,0,0
lcysilk,Night Lord,265,0,0
onetym,Blade Master,265,0,0
p8kerF4c3,Hero,265,0,0
pokguy,Arch Mage (I/L),278,0,0
Sadweekend,Lara,270,0,0
Sut1ven,Dawn Warrior,275,0,0
xillusionZ,Pathfinder,262,0,0
xlMeowIesslx,Lynn,265,0,0
Chiivess,Bishop,283,"24,785",0
CoronaHeroX,Hero,280,"21,170",0
Couronne,Bowmaster,281,0,0
shootemquile,Wind Archer,280,"19,743",450
Zeeyoung,Hoyoung,277,"19,289",0
AgriásOaks,Adele,276,"19,017",0
IHinoeI,Wild Hunter,284,"18,780",0
Ostentat,Mechanic,284,"18,529",0
Aillou,Arch Mage (I/L),281,"18,094",0
XxAvV,Adele,280,"16,996",0
Channel,Buccaneer,268,"16,074",0
goatnuts,Night Walker,277,"15,620",0
PoeBow,Pathfinder,280,"15,401",0
Arsteia,Bowmaster,280,"15,056","1,000"
Fairies,Adele,275,"14,213",0
Fieldsofice,Arch Mage (I/L),280,"13,194",0
helloyesok,Cadena,262,"12,886",0
abb2be2,Angelic Buster,279,"12,546",0
Student625,Bishop,282,"12,495",0
ArkR1,Ark,277,"12,325",350
Explosia,Bishop,280,"12,147",0
JobuTupaky,Shadower,283,"12,096",450
GreenHero,Hero,279,"11,682",0
AnnyWithaY,Cadena,281,"11,520",0
Robust,Shade,266,"10,732",0
FindingRawrs,Pathfinder,281,"10,066",0
Seihin,Dawn Warrior,275,"9,601",350
Minterr,Buccaneer,271,"9,259",0
jin99,Adele,278,"8,831",200
