IGN,CLASS,LVL,CULVERT,FLAG
NandoLab,Night Walker,285,"54,403",0
gomahao,Marksman,286,"40,976",0
Smellymelons,Night Walker,285,"40,266",0
Zugan,Shadower,286,"38,923",0
niffyWhiff,Wind Archer,285,"33,319",0
SingularityX,Hero,285,"31,560",0
NaroXY,Night Lord,283,"31,409",0
AgriasOäks,Hero,284,"31,231",0
AYoungPanda,Xenon,281,"26,016",0
bunch0,Illium,283,"25,540",0
ShiroUni,Bishop,280,"24,991",250
HeWhoBuccs,Buccaneer,280,"23,574",0
SmackYaDad,Kain,284,"22,863",0
joosty,Dawn Warrior,281,"22,835",0
AgriásOaks,Adele,276,"20,428",0
Charmante,Kinesis,281,"19,062",0
pokguy,Arch Mage (I/L),277,"18,997","1,000"
NatsumeReiko,Lynn,248,0,0
Nooks7070,Dawn Warrior,259,0,0
Oakees,Cadena,264,0,0
Pedelle,Adele,271,0,0
PhaseRus,Night Walker,261,0,0
Punx,Cadena,281,0,0
PyrusILmage,Arch Mage (I/L),261,0,0
Raffff,Paladin,245,0,0
SatsumaBushi,Hayato,278,0,0
SerAmidamaru,Hayato,265,0,0
Snooted,Wind Archer,270,0,0
SolExCrown,Dawn Warrior,252,0,0
SomaSet,Dark Knight,282,0,0
StumblsRumbl,Thunder Breaker,0,0,0
TigerThorn,Kanna,255,0,0
Tipku,Adele,262,0,0
URAQT,Angelic Buster,253,0,0
Walkees,Night Walker,258,0,0
Waowa,Wind Archer,262,0,0
Wexam,Mercedes,257,0,0
winterwinta,Phantom,273,0,0
Xepyks,Hero,267,0,0
Antcbb,Aran,260,0,0
bunchwalk,Night Walker,263,0,0
geminiseason,Shadower,260,0,0
goatnuts,Kanna,261,0,0
Kesmaree,Adele,264,0,0
onetym,Blade Master,265,0,0
Sadweekend,Lara,270,0,0
slimreboot,Demon Slayer,260,0,0
Sluhgs,Angelic Buster,263,0,0
Sut1ven,Dawn Warrior,275,0,0
xillusionZ,Pathfinder,262,0,0
FairyErda,Mercedes,281,"18,680","1,000"
shootemquile,Wind Archer,280,"17,590",650
JoniPally,Paladin,281,"17,084",0
Zeeyoung,Hoyoung,277,"16,646",0
MauricioS,Bishop,280,"16,150","1,000"
ExiledCrown,Night Lord,281,"15,610",0
Ostentat,Mechanic,283,"14,350",0
XxAvV,Adele,278,"13,371",0
Channel,Buccaneer,263,"13,100",0
Couronne,Bowmaster,280,"12,692",0
IHinoeI,Wild Hunter,281,"12,372",0
warIock,Night Lord,281,"12,330",0
CoronaHeroX,Hero,278,"12,103",0
goatnuts,Night Walker,275,"11,906",0
PoeBow,Pathfinder,278,"11,892",0
helloyesok,Cadena,261,"11,813",0
Explosia,Bishop,277,"11,537",0
Malfe,Night Walker,280,"11,398",0
Chiivess,Bishop,280,"11,188",0
FindingRawrs,Pathfinder,280,"11,168",0
EightLD,Buccaneer,275,"11,032",0
AnnyWithaY,Cadena,280,"10,340",0
ArkR1,Ark,276,"9,640",450
Student625,Bishop,281,"9,237",0
Robust,Shade,266,"8,840",0
Iyazy,Wind Archer,281,"8,620",0
GreenHero,Hero,276,"8,198",0
KptKrazz,Buccaneer,275,"8,149",0
JobuTupaky,Shadower,282,"8,051",450
Seihin,Dawn Warrior,271,"7,904",250
Arsteia,Bowmaster,277,"7,732","1,000"
Gôma,Bowmaster,263,"7,677",0
Coronadena,Cadena,275,"7,595",200
Azaghal,Mihile,263,"7,452",0
Ixeon,Paladin,276,"7,009",0
Kori312,Arch Mage (F/P),269,"6,802",100
joyjoos,Buccaneer,261,"6,654",0
DouBlaze,Shadower,264,"6,622",100
OJeezOWeez,Arch Mage (F/P),278,"6,550",100
WaterBender,Zero,276,"6,344",0
Aggression,Buccaneer,262,"6,167",0
ShyGuy69,Demon Slayer,276,"6,122",0
Fairies,Adele,273,"5,321",0
Maokie,Arch Mage (I/L),268,"5,273",550
Herfo,Hero,271,"5,140",200
blkicecoffee,Bowmaster,280,"5,095",0
LoveGoes,Night Lord,271,"4,861",100
