IGN,CLASS,LVL,CULVERT,FLAG
NandoLab,Night Walker,285,"56,510",450
gomahao,Marksman,285,"42,238",0
Zugan,Shado,wer,"36,258",0
Bmellymel,Night Walker,285,"34,603",0
SingularityX,Hero,285,"34,284",0
AgriasOaks,Hero,283,"29,789",0
niffyWhiff,Wind Archer,284,"29,701",400
buncho,lllium,282,"29,449",0
ShiroUni,Bishop,280,"25,328",350
HeWhoBuc,Buccaneer,280,"25,119",0
AYoungPan,Xenon,281,"24,832",800
MysticalStep,Phantom,283,"22,300",0
Alivya,Bishop,282,"21,342",0
Osmosium,Hero,280,"19,617",0
AgriasOaks,Adele,276,"19,533",0
joosty,Dawn Warrior,280,"19,018",0
Zeeyoung,Hoyoung,276,"16,804",0
SmollNippy,Bishop,268,0,200
Snooted,Wind Archer,270,0,0
SolEXCrownDawn,Warrior,252,0,0
StumblsRuThunderBreaker261,Unknown,261,0,0
TigerThorn,Kanna,255,0,0
Tipku,Adele,262,0,0
URAQT,Angelic Buster,253,0,0
Waokie,Hayato,262,0,0
Waowa,Wind Archer,261,0,0
Wexarn,Mercedes,250,0,0
Winterwinta,Phantom,273,0,0
Xepyks,Hero,264,0,0
antcbh,Aran,260,0,0
blkicecoffee,Bowmaster,280,0,0
bunchwalk,Night Walker,263,0,0
discountMe,Wind Archer,260,0,0
geminisea,: Shadower,256,0,0
goatnuts,Night Walker,273,0,0
jsphbish,Bishop,267,0,0
kesmaree,Adele,264,0,0
onetym,Blade Master,265,0,0
slimreboot,Demon Slayer,255,0,0
sluhgs,Angelic Buster,263,0,0
sut1ven,Dawn Warrior,275,0,0
xIlusionZ,Pathfinder,262,0,0
xMakgeolli,Night Lord,256,0,0
Charmante,Kinesis,280,"16,535",0
SmackYaD,Kain,283,"16,320",0
ExiledCrown,Night Lord,280,"15,061",0
shootemqu,Wind Archer,279,"14,400",100
pokguy,Arch Mage (I/L),274,"14,139","1,000"
CoronaHer,Hero,277,"13,674",0
Malfe,Night Walker,278,"12,566",0
Ostentat,Mechanic,282,"12,509",0
Couronne,Bowmaster,279,"12,461","1,000"
PoeBow,Pathfinder,277,"11,864",0
FairyErda,Mercedes,280,"11,546","1,000"
MauricioS,Bishop,276,"11,418","1,000"
helloyesok,Cadena,261,"11,326",0
Explosia,Bishop,276,"11,218",0
Chiivess,Bishop,280,"10,719",0
jonipally,Paladin,278,"10,442",0
KptKrazz:,Buccaneer,272,"9,691",0
Fieldsoflce,Arch Mage (I/L,277,"9,629",0
XxAW,Adele,277,"9,486",0
Channel,Buccaneer,262,"9,338",0
warlock,Night Lord,278,"9,004",0
lyazy,Wind Archer,280,"8,871",0
ArkR1,Ark,275,"8,510",300
Coronadena,Cadena,273,"8,459",450
Student625,Bishop,280,"8,222",0
SomaSet,Dark Knight,282,"8,171",0
DouBlaze,Shadower,262,"7,952",0
Azaghal,Mihile,263,"7,704",0
WaterBend,Zero,275,"7,607",0
Seihin,Dawn Warrior,268,"7,593",450
