IGN,CLASS,LVL,CULVERT,FLAG
NandoLab,Night Walker,286,"67,680",350
Zugan,Shadower,286,"47,960",0
Smellymelons,Night Walker,285,"46,121",0
gomahao,Marksman,287,"42,138",0
AgriasOäks,Hero,284,"38,357",0
NaroXY,Night Lord,283,"35,941",0
AYoungPanda,Xenon,282,"35,217",0
SingularityX,Hero,285,"32,697",100
Cessation,Hero,282,"31,282",0
Sachdad,Kain,285,"30,166",0
ShiroUni,Bishop,281,"30,026",0
HeWhoBuccs,Buccaneer,281,"29,804",0
bunch0,Illium,283,"29,241",0
AIivya,Bishop,285,"27,229",0
MysticalStep,Phantom,284,"23,222",0
JoniPally,Paladin,282,"22,363",0
Charmante,Kinesis,281,"21,886",0
Pedelle,Adele,271,0,0
PhaseRus,Night Walker,261,0,0
Punx,Cadena,281,0,0
PyrusILmage,Arch Mage (I/L),261,0,0
Raffff,Paladin,248,0,0
Recordcake,Pathfinder,266,0,0
SatsumaBushi,Hayato,278,0,0
SerAmidamaru,Hayato,266,0,0
Shiroidol,Angelic Buster,260,0,0
SmollNippy,Bishop,272,0,"1,000"
Snôwden,Bowmaster,273,0,0
SolExCrown,Dawn Warrior,252,0,0
Susah,Bowmaster,275,0,0
Synchronite,Zero,261,0,0
TigerThorn,Kanna,255,0,0
URAQT,Angelic Buster,260,0,0
Walkees,Night Walker,260,0,0
Maokie,Hayato,263,0,0
Waowa,Wind Archer,262,0,0
Wexam,Mercedes,260,0,0
winterwinta,Phantom,273,0,0
bunchwalk,Night Walker,263,0,0
geminiseason,Shadower,261,0,0
joosty,Dawn Warrior,282,0,0
Kesmaree,Adele,264,0,0
niffyWhiff,Wind Archer,285,0,0
onetym,Blade Master,265,0,0
pokguy,Arch Mage (I/L),278,0,0
Sadweekend,Lara,270,0,0
Sluhgs,Angelic Buster,263,0,0
Sut1ven,Dawn Warrior,275,0,0
warIock,Night Lord,282,0,0
xillusionZ,Pathfinder,262,0,0
AgriásOaks,Adele,276,"21,432",0
shootemquile,Wind Archer,280,"19,613",0
Zeeyoung,Hoyoung,277,"19,004",0
Ostentat,Mechanic,283,"18,164",0
ExiledCrown,Night Lord,282,"17,701",0
XxAvV,Adele,279,"16,611",100
Couronne,Bowmaster,280,"15,330",0
Channel,Buccaneer,265,"14,848",0
Chiivess,Bishop,281,"14,728",0
Malfe,Night Walker,280,"14,057",0
CoronaHeroX,Hero,279,"14,017",0
Iyazy,Wind Archer,283,"13,468",0
helloyesok,Cadena,261,"13,358",0
Fairies,Adele,275,"13,274",0
Aillou,Arch Mage (I/L),280,"13,242",0
goatnuts,Night Walker,276,"13,069",0
