IGN,CLASS,LVL,CULVERT,FLAG
NandoLab,Night Walker,283,"37,748",800
Góma,Marksman,284,"30,092",0
Zugan,Shadower,284,"29,606",0
SingularityX,Hero,282,"28,546",250
Smellymelons,Night Walker,283,"27,594",0
Exor,Night Lord,281,"27,278",0
AgriasOäks,Hero,282,"25,054",0
bunch0,Illium,281,"21,940",0
AYoungPanda,Xenon,280,"20,480",400
MysticalStep,Phantom,282,"19,935",0
NaroXY,Night Lord,281,"17,799",200
HeWhoBuccs,Buccaneer,279,"16,654",0
AgriásOaks,Adele,276,"16,224",0
FujiNW,Night Walker,278,"16,213",0
ShiroUni,Bishop,278,"15,892",200
Zeeyoung,Hoyoung,276,"15,501",0
Osmosium,Hero,278,"13,402",0
Waowa,Wind Archer,260,0,0
Wexam,Mercedes,250,0,0
Xepyks,Hero,262,0,0
abowtym,Bowmaster,250,0,0
Antcbb,Aran,260,0,0
bunchwalk,Night Walker,262,0,0
coolcat66,Arch Mage (F/P),278,0,0
discountMerc,Wind Archer,257,0,0
geminiseason,Shadower,253,0,0
joosty,Dawn Warrior,277,0,0
Kesmaree,Adele,264,0,0
niervaren,Kanna,247,0,0
onetym,Blade Master,265,0,0
pokguy,Arch Mage (I/L),273,0,0
Sadweekend,Lara,267,0,0
Sluhgs,Angelic Buster,263,0,0
Sut1ven,Dawn Warrior,275,0,0
xillusionZ,Pathfinder,262,0,0
XxMakgeolli,Night Lord,256,0,0
oWill,Night Lord,274,0,0
blkicecoffee,Bowmaster,280,"12,405",0
shootemquile,Wind Archer,277,"12,297",250
SmackYaDad,Kain,281,"12,112",0
Explosia,Bishop,275,"11,311",0
FindingRawrs,Pathfinder,279,"11,127",200
FairyErda,Mercedes,280,"10,980",0
LegaSynn,Night Lord,277,"10,859",0
Zunea77,Shadower,282,"10,775",0
helloyesok,Cadena,261,"10,435",0
ExiledCrown,Night Lord,278,"9,849",200
IHinoeI,Wild Hunter,277,"9,806",0
Ostentat,Mechanic,281,"9,711",0
Charmante,Kinesis,279,"9,694",300
PoeBow,Pathfinder,275,"9,604",0
SatsumaBushi,Hayato,278,"9,255",0
Alivya,Bishop,280,"9,171",0
JobuTupaky,Shadower,280,"9,170",300
warlock,Night Lord,274,"8,954",0
Channel,Buccaneer,261,"8,531",0
Gôma,Bowmaster,262,"8,226",0
XxAvV,Adele,276,"8,102",0
ArkR1,Ark,275,"7,967",200
Couronne,Bowmaster,277,"7,963",0
SIMP4CHAEWON,Wind Archer,276,"6,964",0
CoronaHeroX,Hero,275,"6,851",0
Azaghal,Mihile,262,"6,782",0
WaterBender,Zero,272,"6,677",0
SomaSet,Dark Knight,280,"6,638",0
Snooted,Wind Archer,268,"6,628",0
AnnyWithaY,Cadena,277,"6,512",200
Coronadena,Cadena,270,"6,334",250
goatnuts,Night Walker,269,"6,297",0
Student625,Bishop,278,"5,993",0
MauricioS,Bishop,272,"5,505",450
Fieldsofice,Arch Mage (I/L),275,"5,452",100
Robust,Shade,265,"5,421",0
Chiivess,Bishop,278,"5,134",100
Seihin,Dawn Warrior,265,"5,066",250
Arsteia,Bowmaster,274,"5,005","1,000"
Equiness,Hoyoung,263,"4,516",0
FairParadox,Hero,268,"4,057",100
buffabplz,Hayato,250,"4,037",0
DouBlaze,Shadower,261,"3,715",100
joyjoos,Buccaneer,261,"3,507",100
AdelePyrusX,Adele,276,"3,459",100
goatnuts,Kanna,260,"3,101",100
Ralogreenday,Phantom,270,"2,932",200
Salò,Dawn Warrior,262,"2,739",0
Maokie,Arch Mage (I/L),263,"2,726",300
Demonicitized,Demon Avenger,250,"2,603",650
Hádal,Buccaneer,260,"2,514",0
JoniPally,Paladin,271,"2,337",0
ShyGuy69,Demon Slayer,271,"2,296",100
LoveGoes,Night Lord,266,"2,270",100
PowerLeap,Night Walker,266,"2,220",100
Kunfumita,Kanna,264,"1,956",300
OJeezOWeez,Arch Mage (F/P),267,"1,758",100
PathJutsu,Pathfinder,267,"1,750",100
BuccaR1,Buccaneer,261,"1,649",200
Wharchers,Wind Archer,265,"1,452",100
DaddyDoo,Marksman,262,"1,327",300
Invert,Battlemage,268,"1,310",100
Maokie,Hayato,262,994,100
Snôwden,Bowmaster,265,967,0
BobingtonNL,Night Lord,262,838,0
MauricioSbuc,Buccaneer,260,816,550
Herfo,Hero,262,783,550
eAnNyah,Wind Archer,265,777,100
Klobrille,Bishop,271,749,100
Jettentat,Hero,261,667,100
Tipku,Adele,250,467,100
Susah,Bowmaster,267,431,100
SmollNippy,Bishop,262,399,"1,000"
PyrusILmage,Arch Mage (I/L),261,378,250
SuhcMyDawn,Dawn Warrior,254,287,100
PuppyCake,Paladin,262,275,100
Attriage,Shadower,238,252,0
Ketiew,Shade,260,204,100
0rvius,Illium,266,0,0
Aggression,Buccaneer,262,0,0
Aillou,Arch Mage (I/L),278,0,0
Akunaii,Blade Master,262,0,0
Andiology,Hero,263,0,100
Aoifene,Kaiser,247,0,0
Arkeustwo,Ark,260,0,0
ArwenWindx,Wind Archer,254,0,0
Atargattis,Wind Archer,261,0,0
BISHOPerbia,Bishop,260,0,0
Blowmysoup,Wind Archer,236,0,0
BrackMama,Cannon Master,270,0,0
Cullis,Blade Master,279,0,0
darkman420,Night Walker,262,0,0
DeadlyBlaze,Blaze Wizard,261,0,0
EightLD,Buccaneer,271,0,0
ExaBucc,Buccaneer,260,0,0
ExcaliCrown,Hero,268,0,0
FakerIsU,Mercedes,256,0,0
FujiBow,Bowmaster,260,0,0
FujiHero,Hero,247,0,0
Gambianna,Kanna,242,0,0
Gambiarra,Paladin,262,0,0
Gaslowe,Hoyoung,251,0,0
GeroHero,Hero,261,0,0
Giroe,Night Lord,259,0,0
Glacister,Kanna,241,0,0
HerosHonor,Hero,250,0,0
loyo,Battlemage,270,0,0
JaeiDeun,Pathfinder,277,0,0
Jayras,Dawn Warrior,267,0,0
jin99,Adele,275,0,0
KalePesto,Corsair,245,0,0
KannaWoopit,Kanna,237,0,0
Kelci,Dawn Warrior,267,0,0
Kori312,Arch Mage (F/P),262,0,0
Laphrii,Buccaneer,253,0,0
liamdroppedu,Hero,262,0,0
LoneSwallow,Shade,252,0,0
MaJorG,Aran,262,0,0
MightyTWY,Night Walker,265,0,0
Minterr,Buccaneer,269,0,0
NefertariViv,Mercedes,253,0,0
Oakees,Cadena,260,0,400
Pedelle,Adele,271,0,0
PhaseRus,Night Walker,261,0,0
RanchiBox,Buccaneer,264,0,0
RednckShanks,Buccaneer,261,0,0
SerAmidamaru,Hayato,265,0,0
ShaquilleON,Dawn Warrior,261,0,0
SingleStep,Shadower,270,0,0
SolExCrown,Dawn Warrior,251,0,0
StumblsRumbl,Thunder Breaker,260,0,0
Synchronite,Zero,255,0,0
TigerThorn,Kanna,255,0,0
ToNhon,Kanna,278,0,0
Tonigiri,Shadower,268,0,0
URAQT,Angelic Buster,253,0,0
