IGN,CLASS,LVL,CULVERT,FLAG
NandoLab,Night Walker,286,"64,182",0
Smellymel,Night Walker,285,"42,876",0
Zugan,Shadower,286,"41,070",450
SingularityX,Hero,285,"34,554",350
NaroXY,Night Lord,283,"32,493",0
Sachdad,Kain,284,"32,183",0
niffyWhiff,Wind Archer,285,"32,011",0
AgriasOaks,Hero,284,"30,782",0
HeWhoBuc,Buccaneer,281,"28,024",0
Cessation,Hero,281,"27,560",0
ShiroUni,Bishop,280,"26,331",0
AYoungPan,Xenon,282,"26,115",0
MysticalStep,Phantom,284,"24,630",0
warlock,Night Lord,281,"23,130",0
joosty,Dawn Warrior,282,"22,176",0
pokguy,Arch Mage (I/L),278,"20,262","1,000"
lyazy,Wind Archer,282,"19,722",0
KannaWoo,Kanna,237,0,0
Kelci,Dawn Warrior,267,0,0
Kori312,Arch Mage(F/P,271,0,0
Laphrii,Buccaneer,254,0,0
LegaSynn,Night Lord,277,0,0
LoneSwall,Shade,252,0,0
Lospalos,Hero,273,0,0
LuckyLager,Hero,253,0,0
Luumnia,Adele,262,0,0
Maokie,Arch Mage (I/L),269,0,0
MysticBish,Bishop,261,0,0
NatsumeR,Lynn,260,0,0
Nooks7070,Dawn Warrior,259,0,0
Nv00,Shadower,255,0,0
Oakees,Cadena,265,0,0
Pedelle,Adele,271,0,0
PhaseRus,NightWalker,261,0,0
Punx,Cadena,281,0,0
PyrusILma,Arch Mage (I/L),261,0,0
Rafff,Paladin,248,0,0
SatsumaB,Hayato,278,0,0
Sentanapica,Bishop,261,0,0
SerAmida,: Hayato,266,0,0
ShyGuy69,Demon Slayer,276,0,0
Snowden,Bowmaster,273,0,0
SolEXCrownDawn,Warrior,252,0,0
StumblsRuThunder,Unknown,0,0,0
ThatsoEvan,Evan,268,0,0
TigerThorn,Kanna,255,0,0
URAQT,Angelic Buster,259,0,0
Walkees,Night Walker,260,0,0
Waokie,Hayato,263,0,0
Waowa,Wind Archer,262,0,0
WaterBend,Zero,277,0,0
Wexam,Mercedes,259,0,0
Winterwinta,Phantom,273,0,0
antcbb,Aran,260,0,0
buncho,llium,283,0,0
bunchwalk,NightWalker,263,0,0
fdfdfgea,Demon Slayer,262,0,0
geminisea,Shadower,261,0,0
gomahao,Marksman,286,0,0
kesmaree,Adele,264,0,0
onetym,Blade Master,265,0,0
sadweeken,Lara,270,0,0
sluhgs,Angelic Buster,263,0,0
sut1ven,Dawn Warrior,275,0,0
xIllusionZ,Pathfinder,262,0,0
xIMeowless,Lynn,262,0,0
AgriasOaks,Adele,276,"19,241",0
jonipally,Paladin,282,"18,753",0
Zeeyoung,Hoyoung,277,"17,661",0
Charmante,Kinesis,281,17.460,0
Ostentat,Mechanic,283,"16,781",0
shootemqu,Wind Archer,280,"16,247",0
MauricioS,Bishop,280,"16,216","1,000"
Malfe,Night Walker,280,"15,765",0
CoronaHer,: Hero,278,"15,616",0
ExiledCrown,Night Lord,282,"15,519",0
Channel,Buccaneer,264,"14,445",0
IHinoel,Wild Hunter,282,"14,177",0
Couronne,Bowmaster,280,"13,847",0
Explosia,Bishop,277,"13,257",0
PoeBow,Pathfinder,278,"12,781",0
helloyesok,Cadena,261,"12,768",0
XxAV,Adele,279,"12,442",100
Arsteia,Bowmaster,278,"12,052","1,000"
goatnuts,Night Walker,275,11.621,0
Ailiou,Arch Mage (I/L),280,"11,472",0
AnnyWithaY,Cadena,280,"11,289",0
KptKrazz,Buccaneer,275,"10,472",0
blkicecoffee,Bowmaster,280,"10,248",0
Fairies,Adele,275,"10,107",0
GreenHero,Hero,277,"9,696",0
Student625,Bishop,281,"9,624",0
Chiivess,Bishop,281,"9,582",0
ArkR1,Ark,276,"9,349",100
Robust,Shade,266,"9,199",0
Azaghal,Mihile,263,"8,855",0
JobuTupaky,Shadower,282,"8,793",450
