IGN,CLASS,LVL,CULVERT,FLAG
NandoLab,Night Walker,284,"50,255",800
Goma,Marksman,285,"36,339",0
Zugan,Shadower,285,"34,459",650
Smellymel,Night Walker,283,"29,445",0
Agriasoaks,Hero,283,"28,311",0
SingularityX,Hero,283,"25,932",0
NaroXY,Night Lord,282,"24,200",0
AYoungPan,Xenon,280,"22,942","1,000"
AgriasOaks,Adele,276,"18,681",0
ShiroUni,Bishop,279,"17,187",300
HeWhoBuc,Buccaneer,280,"16,162",0
Zeeyoung,Hoyoung,276,"16,126",0
SmackYaD,Kain,282,"14,950",0
Osmosium,Hero,279,"14,909",0
MysticalSt,Phantom,282,"14,725",0
Alivya,Bishop,281,"13,238",0
FairyErda,Mercedes:,280,"12,806","1,000"
XRTheodor,Night Lord,267,0,0
Xepyks,Hero,262,0,0
abowtym,Bowmaster,250,0,0
antchb,Aran,260,0,0
blkicecoffee,Bowmaster,280,0,0
bunchwalk,Night Walker,263,0,0
coolcat66,Bishop,279,0,0
discountM,Wind Archer,260,0,0
geminisea,Shadower,253,0,0
goatnuts,Kanna,260,0,0
kesmaree,Adele,264,0,0
onetym,Blade Master,265,0,0
pokguy,Arch Mage (I/L),273,0,0
sadweeke,Lara,267,0,0
sluhgs,Angelic Buster,263,0,0
sut1ven,Dawn Warrior,275,0,0
xIlusionZ,Pathfinder,262,0,0
Charmante,Kinesis,280,"12,491",0
FindingRa,Pathfinder,279,"12,338",300
ExiledCrow,Night Lord,280,"12,287",0
shootemq,Wind Archer,277,"11,388",0
joosty,Dawn Warrior,280,"11,134",200
helloyesok,Cadena,261,"10,646",0
Explosia,Bishop,275,"10,271",0
Ailiou,Arch Mage (I/L),278,"10,244",0
PoeBow,Pathfinder,276,"10,209",0
IHinoel,Wild Hunter,279,"9,904",0
Cessation,Hero,277,"9,567",0
Couronne,Bowmaster,277,"9,445","1,000"
JobuTupaky,Shadower,281,"9,423",250
Channel,Buccaneer,261,"9,008","1,000"
goatnuts,Night Walker,271,"8,964",0
lyazy,Wind Archer,278,"8,914",0
CoronaHer,Hero,276,"8,728","1,000"
ArkR1,Ark,275,"8,376",100
MauricioS,Bishop,274,"7,835","1,000"
XxAvV,Adele,276,"7,758",0
Fieldsoflce,Arch Mage (I/L,276,"7,471",0
Azaghal,Mihile,262,"7,417",0
xMooymoo,Bishop,268,"7,088",0
Student625,Bishop,278,"6,577",0
Coronadena,Cadena,271,"6,380",350
Chiivess,Bishop,280,"6,203",100
Arsteia,Bowmaster,275,"6,008","1,000"
warlock,Night Lord,276,"5,931",0
Snooted,Wind Archer,268,"5,885",0
FairParadox,Hero,270,"5,640",100
Aggression,Buccaneer,262,"5,453",650
Seihin,Dawn Warrior,265,"5,443",350
RaloGreen,Phantom,271,"4,818",250
jonipally,Paladin,274,"4,744",0
DouBlaze,Shadower,262,"4,547",100
Goma,Bowmaster,262,"4,314",0
buncho,Illium,281,"4,237",0
buffabplz:,Hayato,250,"4,130",0
Salo,Dawn Warrior,266,"3,840",0
AdelePyrusX,Adele,276,"3,713",100
ShyGuy69,Demon Slayer,272,"2,788",100
Hadal,Buccaneer,260,"2,725",0
DemonictizDemon,Avenger,250,"2,528","1,000"
joyjoos:,Buccaneer,261,"2,513",100
Josh,Evan,266,"2,414",0
GUINS00S,Wind Archer,270,"2,152",0
PathJutsu,Pathfinder,270,"2,070",100
BuccaR1,Buccaneer,261,"2,043",300
Femtas:,Arch Mage(F/P,266,"1,971",100
LoveGoes,Night Lord,267,"1,935",100
Kunfumita,Kanna,264,"1,903",450
Icysilk,Night Lord,261,"1,844",100
Oakees,Cadena,261,"1,843","1,000"
OJeezOWeArch,Mage(F/P),271,"1,485",100
Invert,Battle Mage,269,"1,481",250
Akunaii,Blade Master,263,"1,445",650
DaddyDoo,Marksman,265,"1,368",800
Snowden,Bowmaster,268,"1,276",0
Jettentat,Hero,261,"1,105",250
Andiology,Hero,266,"1,076",100
MauricioSb,Buccaneer,260,"1,012","1,000"
Herfo,Hero,263,984,650
Wharchers,Wind Archer,269,954,100
eAnNyah,Wind Archer,266,916,100
SmollNippy,Bishop,265,891,"1,000"
Klobrille,Bishop,272,882,100
Drewster1,Shadower,262,879,100
PyrusILma,Arch Mage (I/L),261,760,200
gyaradoof,Wind Archer,245,726,250
Attriage,Shadower:,254,564,400
Tipku,Adele,255,562,100
Susah,Bowmaster,269,531,100
Nokt,Bishop,260,470,100
Waokie,Hayato,262,420,0
jsphbish,Bishop,257,376,100
Ketiew,Shade,260,272,450
SuhcMyDa,Dawn Warrior,262,224,100
Orvius,llium,266,0,0
AnnyWithaY,Cadena,278,0,0
Aoifene,Kaiser,247,0,0
Arkeustwo,Ark,260,0,0
ArwenWin,Wind Archer,258,0,0
Atargattis,Wind Archer,262,0,0
Bobington,Night Lord,263,0,0
BrackMamaCannon,Master,270,0,0
Cullis,Blade Master,279,0,0
Darkman4,Night Walker,263,0,0
EightLD,Buccaneer,271,0,0
Exabucc,Buccaneer,260,0,0
ExcaliCrown,Hero,268,0,0
FakerlsU,Mercedes,256,0,0
FujiBow,Bowmaster,260,0,0
Gambianna,Kanna,242,0,0
Gambiarra,Paladin,262,0,0
Gaslowe,Hoyoung,251,0,0
GeroHero,Hero,261,0,0
Giroe,Night Lord,259,0,0
Glacister,Kanna,241,0,0
loyo,Battle Mage,270,0,0
JaeiDeun,Pathfinder,277,0,0
Jayras,Dawn Warrior,267,0,0
Jin99,Adele,275,0,0
