IGN,CLASS,LVL,CULVERT,FLAG
NandoLab,Night Walker,285,"56,510",450
gomahao,Marksman,285,"42,238",0
Zugan,Shade,wer,"36,258",0
Smellymelons,Night Walker,285,"34,603",0
SingularityX,Hero,285,"34,284",0
AgriasOäks,Hero,283,"29,789",0
niffyWhiff,Wind Archer,284,"29,701",400
bunch0,Illium,282,"29,449",0
ShiroUni,Bishop,280,"25,328",350
HeWhoBuccs,Buccaneer,280,"25,119",0
AYoungPanda,Xenon,281,"24,832",800
MysticalStep,Phantom,283,"22,300",0
AIivya,Bishop,282,"21,342",0
Osmosium,Hero,280,"19,617",0
AgriásOaks,Adele,276,"19,533",0
joosty,Dawn Warrior,280,"19,018",0
Zeeyoung,Hoyoung,276,"16,804",0
SmollNippy,Bishop,268,0,200
Snooted,Wind Archer,270,0,0
SolExCrown,Dawn Warrior,252,0,0
StumblsRumbl,Thunder Breaker,261,0,0
TigerThorn,Kanna,255,0,0
Tipku,Adele,262,0,0
URAQT,Angelic Buster,253,0,0
Maokie,Hayato,262,0,0
Waowa,Wind Archer,261,0,0
Wexam,Mercedes,250,0,0
winterwinta,Phantom,273,0,0
Xepyks,Hero,264,0,0
Antcbb,Aran,260,0,0
blkicecoffee,Bowmaster,280,0,0
bunchwalk,Night Walker,263,0,0
discountMerc,Wind Archer,260,0,0
geminiseason,Shadower,256,0,0
goatnuts,Night Walker,273,0,0
jsphbish,Bishop,267,0,0
Kesmaree,Adele,264,0,0
onetym,Blade Master,265,0,0
slimreboot,Demon Slayer,255,0,0
Sluhgs,Angelic Buster,263,0,0
Sut1ven,Dawn Warrior,275,0,0
xillusionZ,Pathfinder,262,0,0
XxMakgeolli,Night Lord,256,0,0
Charmante,Kinesis,280,"16,535",0
SmackYaDad,Kain,283,"16,320",0
ExiledCrown,Night Lord,280,"15,061",0
shootemquile,Wind Archer,279,"14,400",100
pokguy,Arch Mage (I/L),274,"14,139","1,000"
CoronaHeroX,Hero,277,"13,674",0
Malfe,Night Walker,278,"12,566",0
Ostentat,Mechanic,282,"12,509",0
Couronne,Bowmaster,279,"12,461","1,000"
PoeBow,Pathfinder,277,"11,864",0
FairyErda,Mercedes,280,"11,546","1,000"
MauricioS,Bishop,276,"11,418","1,000"
helloyesok,Cadena,261,"11,326",0
Explosia,Bishop,276,"11,218",0
Chiivess,Bishop,280,"10,719",0
JoniPally,Paladin,278,"10,442",0
KptKrazz,Buccaneer,272,"9,691",0
Fieldsofice,Arch Mage (I/L),277,"9,629",0
XxAvV,Adele,277,"9,486",0
Channel,Buccaneer,262,"9,338",0
warlock,Night Lord,278,"9,004",0
Iyazy,Wind Archer,280,"8,871",0
ArkR1,Ark,275,"8,510",300
Coronadena,Cadena,273,"8,459",450
Student625,Bishop,280,"8,222",0
SomaSet,Dark Knight,282,"8,171",0
DouBlaze,Shadower,262,"7,952",0
Azaghal,Mihile,263,"7,704",0
WaterBender,Zero,275,"7,607",0
