IGN,CLASS,LVL,CULVERT,FLAG
NandoLab,Night Walker,286,"70,409",0
Zugan,Shadower,286,"50,421",0
Smellymelons,Night Walker,285,"44,505",0
gomahao,Marksman,287,"43,911",0
SingularityX,Hero,285,"42,549",0
AYoungPanda,Xenon,283,"42,219",800
AgriasOäks,Hero,285,"37,777",0
Sachdad,Kain,285,"36,600",0
NaroXY,Night Lord,284,"35,150",0
ShiroUni,Bishop,281,"32,479",0
HeWhoBuccs,Buccaneer,282,"30,974",0
MysticalStep,Phantom,285,"27,803",0
ExiledCrown,Night Lord,283,"27,442",0
joosty,Dawn Warrior,282,"27,166",0
JoniPally,Paladin,284,"25,882",0
Charmante,Kinesis,282,"25,363",400
Chiivess,Bishop,282,"21,504",0
SerAmidamaru,Hayato,266,0,0
Snooted,Wind Archer,272,0,0
SolExCrown,Dawn Warrior,252,0,0
Susah,Bowmaster,276,0,0
Synchronite,Zero,261,0,0
ThatsoEvan,Evan,270,0,0
TigerThorn,Kanna,255,0,0
URAQT,Angelic Buster,260,0,0
Maokie,Hayato,263,0,0
Waowa,Wind Archer,262,0,0
Wexam,Mercedes,260,0,0
winterwinta,Phantom,273,0,0
bunch0,Illium,284,0,0
bunchwalk,Night Walker,263,0,0
discountMerc,Wind Archer,261,0,0
fdfdfgea,Demon Slayer,265,0,0
geminiseason,Shadower,261,0,0
Kesmaree,Adele,264,0,0
onetym,Blade Master,265,0,0
pokguy,Arch Mage (I/L),278,0,0
Sadweekend,Lara,270,0,0
Sut1ven,Dawn Warrior,275,0,0
xillusionZ,Pathfinder,262,0,0
xlMeowIesslx,Lynn,263,0,0
shootemquile,Wind Archer,280,"20,819",100
CoronaHeroX,Hero,280,"20,343",0
Couronne,Bowmaster,281,"19,707",0
Zeeyoung,Hoyoung,277,"19,394",0
IHinoeI,Wild Hunter,283,"19,020",0
Ostentat,Mechanic,284,18.010,0
EightLD,Buccaneer,277,"17,973",0
Aillou,Arch Mage (I/L),281,"17,539",0
XxAvV,Adele,280,"17,290",0
Malfe,Night Walker,280,"16,846",0
PoeBow,Pathfinder,279,"16,294",0
Arsteia,Bowmaster,280,"14,895","1,000"
Channel,Buccaneer,267,"14,797",0
Explosia,Bishop,279,"14,573",0
WaterBender,Zero,278,"14,226",0
abb2be2,Angelic Buster,279,"14,223",0
Fairies,Adele,275,"13,374",0
helloyesok,Cadena,261,"13,238",0
goatnuts,Night Walker,277,"12,964",0
Student625,Bishop,282,"12,425",0
GreenHero,Hero,279,"12,388",0
AnnyWithaY,Cadena,281,"12,325",0
ArkR1,Ark,276,"12,091",300
Seihin,Dawn Warrior,274,"9,520",250
Azaghal,Mihile,263,"9,485",0
joyjoos,Buccaneer,263,"9,458",0
Minterr,Buccaneer,271,"9,293",0
OJeezOWeez,Arch Mage (F/P),280,"7,976",100
GUINS00S,Wind Archer,276,"7,661",0
LeSqueech,Bishop,279,6.858,300
ShyGuy69,Demon Slayer,277,"6,704",0
darkman420,Night Walker,273,"6,634",100
Aggression,Buccaneer,262,"6,505",0
LoveGoes,Night Lord,272,"6,199",100
Herfo,Hero,275,"6,198",0
goatnuts,Kanna,264,"6,040",0
p8kerF4c3,Hero,265,"5,451",0
Maokie,Arch Mage (I/L),270,"5,387",100
DaddyDoo,Marksman,275,"5,344",250
SadDuck,Blade Master,276,"5,200",100
ExcaliCrown,Hero,274,"4,878",0
Maydis,Lynn,267,"4,760",550
buffabplz,Hayato,250,"4,472",0
MesolessHo,Shadower,272,"4,343",100
Wharchers,Wind Archer,276,"4,301",100
Arestei,Phantom,270,"4,103",100
lcysilk,Night Lord,265,"3,685",0
SuhcMyDawn,Dawn Warrior,273,"3,604",100
Jošh,Evan,271,"3,590",100
Camill97,Adele,270,"3,565",0
PathJutsu,Pathfinder,275,"3,527",100
Nooks7070,Dawn Warrior,260,"3,504",0
Sentanapica,Bishop,269,"3,492",0
FakerIsU,Mercedes,264,"3,484",0
Femtas,Arch Mage (F/P),272,"3,329",100
SmollNippy,Bishop,273,"3,288","1,000"
AdelePyrusX,Adele,277,"3,206",100
Kunfumita,Kanna,264,"3,184",350
gyaradoof,Wind Archer,261,"3,081",100
Hádal,Buccaneer,262,"3,018",0
Demonictized,Demon Avenger,250,"2,740",650
XRtheodore,Night Lord,273,"2,735",0
Snôwden,Bowmaster,275,"2,668",0
Invert,Battlemage,275,"2,660",200
eAnNyah,Wind Archer,270,"2,627",100
Andiology,Hero,277,"2,514",100
DongSoldier,Dawn Warrior,267,"2,472",100
Antcbb,Aran,262,"2,300",100
AlynaH,Corsair,266,"2,128",300
CocoaPebbles,Night Walker,260,"2,106",350
Derbyyy,Phantom,262,"2,102",0
Recordcake,Pathfinder,271,"1,879",100
DroIo,Zero,263,"1,594",350
ManasAB,Angelic Buster,267,"1,281",100
Fairysusu,Mercedes,270,"1,124",100
NatsumeReiko,Lynn,263,"1,085",100
ExceIlent,Blade Master,264,"1,042",100
Sneakochair,Shadower,264,713,100
thunderyoung,Thunder Breaker,269,689,100
Ketiew,Shade,260,581,400
PuppyCake,Paladin,268,538,100
Hikiniku,Dawn Warrior,263,166,100
Shiroidol,Angelic Buster,260,139,0
AIivya,Bishop,286,10,0
0rvius,Illium,266,0,0
185cm22,Night Walker,261,0,0
AgriásOaks,Adele,276,0,0
Aoifene,Kaiser,248,0,0
AriesxArk,Ark,263,0,0
ArwenWindx,Wind Archer,264,0,0
Atargattis,Wind Archer,264,0,0
Bloodymick,Cadena,271,0,0
BrackMama,Cannon Master,273,0,0
BuccaR1,Buccaneer,0,0,0
Cessation,Hero,283,0,0
Cullis,Blade Master,279,0,0
DWBob,Dawn Warrior,284,0,0
DawnRaivyn,Dawn Warrior,261,0,0
DouBlaze,Shadower,265,0,0
FairParadox,Hero,272,0,0
FairyErda,Mercedes,281,0,0
Fieldsofice,Arch Mage (I/L),280,0,0
FindingRawrs,Pathfinder,281,0,0
FujiBow,Bowmaster,261,0,0
Gambianna,Kanna,242,0,0
Gambiarra,Paladin,262,0,0
Gaslowe,Hoyoung,251,0,0
GeroHero,Hero,262,0,0
Giroe,Night Lord,259,0,0
Glacister,Kanna,243,0,0
ILoveSusah,Bowmaster,260,0,0
loyo,Battlemage,270,0,0
JaeiDeun,Pathfinder,277,0,0
Jayras,Dawn Warrior,267,0,0
Jettentat,Hero,261,0,0
jin99,Adele,278,0,0
JobuTupaky,Shadower,282,0,0
KalePesto,Corsair,250,0,0
KannaWoopit,Kanna,237,0,0
Kelci,Dawn Warrior,267,0,0
KptKrazz,Buccaneer,276,0,0
Laphrii,Buccaneer,257,0,0
Liuyuning,Night Lord,274,0,0
LoneSwallow,Shade,252,0,0
Lospalos,Hero,275,0,0
LumiTakeji,Luminous,277,0,0
Luumnia,Adele,262,0,0
Nv00,Shadower,260,0,0
Oakees,Cadena,270,0,0
Palorin,Paladin,264,0,0
Pedelle,Adele,271,0,0
PhaseRus,Night Walker,261,0,0
PyrusILmage,Arch Mage (I/L),261,0,0
Raffff,Paladin,248,0,0
Robust,Shade,266,0,0
SatsumaBushi,Hayato,278,0,0
