IGN,CLASS,LVL,CULVERT,FLAG
NandoLab,Night Walker,286,"65,828",450
Zugan,Shadower,286,"49,408",0
Smellymelons,Night Walker,285,"47,836",0
gomahao,Marksman,287,"46,584",0
AYoungPanda,Xenon,282,"36,423",0
NaroXY,Night Lord,283,"34,490",0
AgriasOäks,Hero,284,"31,507",0
AIivya,Bishop,285,"31,417",0
SingularityX,Hero,285,"30,925",0
Sachdad,Kain,285,"30,498",0
bunch0,Illium,284,"29,552",0
ShiroUni,Bishop,281,"29,396",400
HeWhoBuccs,Buccaneer,281,"27,940",0
MysticalStep,Phantom,284,"26,408",0
joosty,Dawn Warrior,282,"24,841",0
JoniPally,Paladin,283,"23,542",0
Charmante,Kinesis,281,"23,472",0
Nooks7070,Dawn Warrior,259,0,0
Oakees,Cadena,267,0,0
Palorin,Paladin,264,0,0
Pedelle,Adele,271,0,0
PhaseRus,Night Walker,261,0,0
Punx,Cadena,281,0,0
PyrusILmage,Arch Mage (I/L),261,0,0
Raffff,Paladin,248,0,0
SatsumaBushi,Hayato,278,0,0
SerAmidamaru,Hayato,266,0,0
Shiroidol,Angelic Buster,260,0,0
Snooted,Wind Archer,271,0,0
SolExCrown,Dawn Warrior,252,0,0
ThatsoEvan,Evan,269,0,0
TigerThorn,Kanna,255,0,0
URAQT,Angelic Buster,260,0,0
Walkees,Night Walker,260,0,0
Waowa,Wind Archer,262,0,0
Wexam,Mercedes,260,0,0
winterwinta,Phantom,273,0,0
bunchwalk,Night Walker,263,0,0
geminiseason,Shadower,261,0,0
Kesmaree,Adele,264,0,0
onetym,Blade Master,265,0,0
pokguy,Arch Mage (I/L),278,0,0
Sadweekend,Lara,270,0,0
Sluhgs,Angelic Buster,263,0,0
Sut1ven,Dawn Warrior,275,0,0
xillusionZ,Pathfinder,262,0,0
xlMeowIesslx,Lynn,263,0,0
Iyazy,Wind Archer,283,"21,054",0
shootemquile,Wind Archer,280,"20,763",550
ExiledCrown,Night Lord,282,"20,560",0
Ostentat,Mechanic,283,"20,209",0
Zeeyoung,Hoyoung,277,"19,658",0
AgriásOaks,Adele,276,"19,571",0
CoronaHeroX,Hero,279,"19,108",0
Channel,Buccaneer,266,"15,568",0
IHinoeI,Wild Hunter,283,"15,234",0
Arsteia,Bowmaster,279,"15,146","1,000"
XxAvV,Adele,279,"15,062",0
abb2be2,Angelic Buster,278,"14,218",0
Explosia,Bishop,278,"14,012",0
Aillou,Arch Mage (I/L),281,"13,300",0
ArkR1,Ark,276,"13,286",300
warIock,Night Lord,283,"13,241",0
AnnyWithaY,Cadena,281,"12,664",0
goatnuts,Night Walker,276,"12,460",0
helloyesok,Cadena,261,"12,365",0
PoeBow,Pathfinder,279,"12,207",0
Student625,Bishop,282,"11,810",0
WaterBender,Zero,277,"11,696",0
Coronadena,Cadena,277,"11,590",250
Robust,Shade,266,"11,377",0
GreenHero,Hero,278,"11,024",0
Kori312,Arch Mage (F/P),274,"11,002",0
JobuTupaky,Shadower,282,"10,587",550
Fieldsofice,Arch Mage (I/L),279,"9,879",0
Ixeon,Paladin,278,"9,698",0
Seihin,Dawn Warrior,273,"8,736",450
OJeezOWeez,Arch Mage (F/P),280,"8,670",0
Minterr,Buccaneer,271,"8,545",0
joyjoos,Buccaneer,261,"8,220",0
ShyGuy69,Demon Slayer,277,"7,880",0
KptKrazz,Buccaneer,276,"7,110",0
Liuyuning,Night Lord,274,"6,910",0
jin99,Adele,277,"6,773",100
GUINS00S,Wind Archer,275,"6,751",0
Aggression,Buccaneer,262,"6,709",0
Herfo,Hero,275,"6,702",550
goatnuts,Kanna,263,"6,626",0
SadDuck,Blade Master,275,"6,343",100
LoveGoes,Night Lord,272,"5,915",100
LeSqueech,Bishop,278,"5,763",0
BrackMama,Cannon Master,0,0,0
Maokie,Arch Mage (I/L),270,"5,043",100
Maydis,Lynn,267,"4,974",0
Azaghal,Mihile,263,"4,866",0
p8kerF4c3,Hero,263,"4,842",100
ExcaliCrown,Hero,273,"4,819",0
Andiology,Hero,276,"4,685",100
XRtheodore,Night Lord,272,"4,663",0
Synchronite,Zero,261,"4,403",350
buffabplz,Hayato,250,"4,243",0
DaddyDoo,Marksman,275,"4,215",100
MesolessHo,Shadower,271,"4,101",0
PathJutsu,Pathfinder,275,"3,588",100
Jošh,Evan,271,"3,566",100
Wharchers,Wind Archer,275,"3,335",100
gyaradoof,Wind Archer,261,"3,306",100
darkman420,Night Walker,272,"3,274",100
Kunfumita,Kanna,264,"3,190",550
FakerIsU,Mercedes,263,"3,187",0
SmollNippy,Bishop,272,"3,146","1,000"
Sentanapica,Bishop,265,"3,087",0
AdelePyrusX,Adele,277,"3,035",100
Arestei,Phantom,269,"2,828",100
Invert,Battlemage,274,"2,633",100
Demonictized,Demon Avenger,250,"2,630",800
Snôwden,Bowmaster,274,"2,494",0
Femtas,Arch Mage (F/P),272,"2,412",100
Camill97,Adele,269,"2,371",0
SuhcMyDawn,Dawn Warrior,272,"2,345",100
discountMerc,Wind Archer,261,"2,318",100
eAnNyah,Wind Archer,270,"2,305",100
DongSoldier,Dawn Warrior,265,"2,162",0
fdfdfgea,Demon Slayer,265,"1,722",100
lcysilk,Night Lord,262,"1,670",100
CocoaPebbles,Night Walker,260,"1,600",100
Recordcake,Pathfinder,267,"1,562",100
NatsumeReiko,Lynn,262,"1,210",100
Susah,Bowmaster,276,"1,105",100
Antcbb,Aran,260,"1,072",100
DroIo,Zero,260,"1,002",100
185cm22,Night Walker,261,935,0
Fairysusu,Mercedes,269,873,100
Nv00,Shadower,260,702,0
ManasAB,Angelic Buster,262,701,100
thunderyoung,Thunder Breaker,265,0,0,0
ExceIlent,Blade Master,260,632,350
Ketiew,Shade,260,511,400
Maokie,Hayato,263,505,0
PuppyCake,Paladin,268,474,100
Hikiniku,Dawn Warrior,263,224,100
0rvius,Illium,266,0,0
Aoifene,Kaiser,248,0,0
AriesxArk,Ark,263,0,0
ArwenWindx,Wind Archer,262,0,0
Atargattis,Wind Archer,264,0,0
Bloodymick,Cadena,271,0,0
BobingtonNL,Night Lord,268,0,0
BuccaR1,Buccaneer,261,0,0
Cessation,Hero,282,0,0
Chiivess,Bishop,282,0,0
Couronne,Bowmaster,280,0,0
Cullis,Blade Master,279,0,0
DawnRaivyn,Dawn Warrior,261,0,0
DouBlaze,Shadower,264,0,0
EightLD,Buccaneer,276,0,0
FairParadox,Hero,272,0,0
Fairies,Adele,275,0,0
FairyErda,Mercedes,281,0,0
FindingRawrs,Pathfinder,280,0,0
FujiBow,Bowmaster,261,0,0
Gambianna,Kanna,242,0,0
Gambiarra,Paladin,262,0,0
Gaslowe,Hoyoung,251,0,0
GeroHero,Hero,262,0,0
Giroe,Night Lord,259,0,0
Glacister,Kanna,243,0,0
Hádal,Buccaneer,261,0,0
ILoveSusah,Bowmaster,260,0,0
Ioyo,Battlemage,270,0,0
JaeiDeun,Pathfinder,277,0,0
Jayras,Dawn Warrior,267,0,0
Jettentat,Hero,261,0,0
KalePesto,Corsair,250,0,0
KannaWoopit,Kanna,237,0,0
Kelci,Dawn Warrior,267,0,0
Laphrii,Buccaneer,254,0,0
LegaSynn,Night Lord,277,0,0
LoneSwallow,Shade,252,0,0
Lospalos,Hero,274,0,0
LumiTakeji,Luminous,277,0,0
Luumnia,Adele,262,0,0
Malfe,Night Walker,280,0,0
