IGN,CLASS,LVL,CULVERT,FLAG
NandoLab,Night Walker,284,"52,424",0
gomahao,Marksman,285,"35,368",0
Zugan,Shadower,285,"34,645",0
Smellymelons,Night Walker,284,"33,897",0
SingularityX,Hero,284,"30,781",250
AgriasOäks,Hero,283,"29,736",0
NaroXY,Night Lord,282,"23,094",0
ShiroUni,Bishop,279,"20,721",350
AYoungPanda,Xe[?],non,"20,173",650
MysticalStep,Phantom,282,"20,029",0
bunch0,Illium,282,"19,711",0
AgriásOaks,Adele,276,"18,056",0
HeWhoBuccs,Buccaneer,280,"17,596",0
Osmosium,Hero,280,"16,829",0
Zeeyoung,Hoyoung,276,"16,587",0
Charmante,Kinesis,280,"14,175",0
AIivya,Bishop,282,"13,951",0
xillusionZ,Pathfinder,262,0,0
XxMakgeolli,Night Lord,256,0,0
IHinoeI,Wild Hunter,280,"8,997",0
JobuTupaky,Shadower,281,"8,922",400
XxAvV,Adele,277,"8,704",0
freemefromnx,Night Walker,277,"8,419",0
Channel,Buccaneer,261,"8,289",0
Fieldsofice,Arch Mage (I/L),276,"8,167",0
MauricioS,Bishop,275,"8,046","1,000"
xMooymoo,Bishop,268,7.735,0
Azaghal,Mihile,263,"7,636",0
AnnyWithaY,Cadena,279,"7,610",100
Coronadena,Cadena,272,"7,593",450
WaterBender,Zero,274,"7,182",0
Arsteia,Bowmaster,276,"6,853","1,000"
FairParadox,Hero,271,"6,812",100
Snooted,Wind Archer,270,"6,660",0
Student625,Bishop,279,"6,268",0
Gôma,Bowmaster,262,"6,066",0
Seihin,Dawn Warrior,266,"5,619",400
Aggression,Buccaneer,262,"5,480",250
winterwinta,Phantom,273,"4,998",550
Salò,Dawn Warrior,270,"4,884",0
DouBlaze,Shadower,262,"4,813",100
ArkR1,Ark,275,"4,549",200
JoniPally,Paladin,276,"4,404",0
buffabplz,Hayato,250,"3,635",0
goatnuts,Kanna,260,"3,599",0
Maokie,Arch Mage (I/L),266,"3,363",200
GUINS00S,Wind Archer,271,"3,353",100
AdelePyrusX,Adele,276,"3,274",100
ShyGuy69,Demon Slayer,273,"3,036",100
Demonictized,Demon Avenger,250,"2,582",400
Invert,Battlemage,269,"2,476",100
LoveGoes,Night Lord,268,"2,469",100
XRtheodore,Night Lord,268,"2,310",0
Jošh,Evan,267,"2,295",200
PowerLeap,Night Walker,266,"2,289",100
PathJutsu,Pathfinder,271,"2,103",100
BuccaR1,Buccaneer,261,"2,031",200
discountMerc,Wind Archer,260,"1,958",100
warlock,Night Lord,277,"1,823",0
lcysilk,Night Lord,262,"1,757",100
DaddyDoo,Marksman,266,"1,731",350
joyjoos,Buccaneer,261,"1,622",100
Andiology,Hero,269,"1,544",100
Femtas,Arch Mage (F/P),267,"1,515",100
LeSqueech,Bishop,265,"1,460",100
Akunaii,Blade Master,265,"1,456",350
eAnNyah,Wind Archer,267,"1,450",100
FakerIsU,Mercedes,258,"1,414",0
KalePesto,Corsair,249,"1,404",350
MauricioSbuc,Buccaneer,260,"1,396","1,000"
Kunfumita,Kanna,264,"1,341",550
Herfo,Hero,265,"1,303",650
SmollNippy,Bishop,266,"1,227","1,000"
Drewster1995,Shadower,264,"1,157",100
gyaradoof,Wind Archer,252,918,300
Klobrille,Bishop,273,790,100
Tipku,Adele,260,689,100
Susah,Bowmaster,271,630,250
StumblsRumbl,Thunder Breaker,261,518,100
SuhcMyDawn,Dawn Warrior,264,499,100
jsphbish,Bishop,265,401,100
