IGN,CLASS,LVL,CULVERT,FLAG
NandoLab,Night Walker,286,"64,182",0
Smellymelons,Night Walker,285,"42,876",0
Zugan,Shadower,286,"41,070",450
SingularityX,Hero,285,"34,554",350
NaroXY,Night Lord,283,"32,493",0
Sachdad,Kain,284,"32,183",0
niffyWhiff,Wind Archer,285,"32,011",0
AgriasOäks,Hero,284,"30,782",0
HeWhoBuccs,Buccaneer,281,"28,024",0
Cessation,Hero,281,"27,560",0
ShiroUni,Bishop,280,"26,331",0
AYoungPanda,Xenon,282,"26,115",0
MysticalStep,Phantom,284,"24,630",0
warIock,Night Lord,281,"23,130",0
joosty,Dawn Warrior,282,"22,176",0
pokguy,Arch Mage (I/L),278,"20,262","1,000"
Iyazy,Wind Archer,282,"19,722",0
KannaWoopit,Kanna,237,0,0
Kelci,Dawn Warrior,267,0,0
Kori312,Arch Mage (F/P),271,0,0
Laphrii,Buccaneer,254,0,0
LegaSynn,Night Lord,277,0,0
LoneSwallow,Shade,252,0,0
Lospalos,Hero,273,0,0
LuckyLager,Hero,253,0,0
Luumnia,Adele,262,0,0
Maokie,Arch Mage (I/L),269,0,0
MysticBishop,Bishop,261,0,0
NatsumeReiko,Lynn,260,0,0
Nooks7070,Dawn Warrior,259,0,0
Nv00,Shadower,255,0,0
Oakees,Cadena,265,0,0
Pedelle,Adele,271,0,0
PhaseRus,Night Walker,261,0,0
Punx,Cadena,281,0,0
PyrusILmage,Arch Mage (I/L),261,0,0
Raffff,Paladin,248,0,0
SatsumaBushi,Hayato,278,0,0
Sentanapica,Bishop,261,0,0
SerAmidamaru,Hayato,266,0,0
ShyGuy69,Demon Slayer,276,0,0
Snôwden,Bowmaster,273,0,0
SolExCrown,Dawn Warrior,252,0,0
StumblsRumbl,Thunder Breaker,0,0,0
ThatsoEvan,Evan,268,0,0
TigerThorn,Kanna,255,0,0
URAQT,Angelic Buster,259,0,0
Walkees,Night Walker,260,0,0
Maokie,Hayato,263,0,0
Waowa,Wind Archer,262,0,0
WaterBender,Zero,277,0,0
Wexam,Mercedes,259,0,0
winterwinta,Phantom,273,0,0
Antcbb,Aran,260,0,0
bunch0,Illium,283,0,0
bunchwalk,Night Walker,263,0,0
fdfdfgea,Demon Slayer,262,0,0
geminiseason,Shadower,261,0,0
gomahao,Marksman,286,0,0
Kesmaree,Adele,264,0,0
onetym,Blade Master,265,0,0
Sadweekend,Lara,270,0,0
Sluhgs,Angelic Buster,263,0,0
Sut1ven,Dawn Warrior,275,0,0
xillusionZ,Pathfinder,262,0,0
xlMeowIesslx,Lynn,262,0,0
AgriásOaks,Adele,276,"19,241",0
JoniPally,Paladin,282,"18,753",0
Zeeyoung,Hoyoung,277,"17,661",0
Charmante,Kinesis,281,17.460,0
Ostentat,Mechanic,283,"16,781",0
shootemquile,Wind Archer,280,"16,247",0
MauricioS,Bishop,280,"16,216","1,000"
Malfe,Night Walker,280,"15,765",0
CoronaHeroX,Hero,278,"15,616",0
ExiledCrown,Night Lord,282,"15,519",0
Channel,Buccaneer,264,"14,445",0
IHinoeI,Wild Hunter,282,"14,177",0
Couronne,Bowmaster,280,"13,847",0
Explosia,Bishop,277,"13,257",0
PoeBow,Pathfinder,278,"12,781",0
helloyesok,Cadena,261,"12,768",0
XxAvV,Adele,279,"12,442",100
Arsteia,Bowmaster,278,"12,052","1,000"
goatnuts,Night Walker,275,11.621,0
Aillou,Arch Mage (I/L),280,"11,472",0
AnnyWithaY,Cadena,280,"11,289",0
KptKrazz,Buccaneer,275,"10,472",0
blkicecoffee,Bowmaster,280,"10,248",0
Fairies,Adele,275,"10,107",0
GreenHero,Hero,277,"9,696",0
Student625,Bishop,281,"9,624",0
Chiivess,Bishop,281,"9,582",0
ArkR1,Ark,276,"9,349",100
Robust,Shade,266,"9,199",0
Azaghal,Mihile,263,"8,855",0
JobuTupaky,Shadower,282,"8,793",450
LumiTakeji,Luminous,277,"8,782",0
Coronadena,Cadena,276,"8,494",200
Ixeon,Paladin,277,"7,361",0
Seihin,Dawn Warrior,272,"7,267",100
Snooted,Wind Archer,270,"6,823",0
joyjoos,Buccaneer,261,"6,167",0
DouBlaze,Shadower,264,"6,086",0
Aggression,Buccaneer,262,"5,874",0
OJeezOWeez,Arch Mage (F/P),278,"5,702",100
Minterr,Buccaneer,270,"5,590",0
BrackMama,Cannon Master,0,0,0
GUINS00S,Wind Archer,275,"5,212",100
LeSqueech,Bishop,277,"4,676",550
darkman420,Night Walker,270,"4,633",100
jin99,Adele,277,"4,526",250
SadDuck,Blade Master,274,"4,484",200
Herfo,Hero,272,"4,442",650
LoveGoes,Night Lord,271,"4,400",100
buffabplz,Hayato,250,"4,373",0
goatnuts,Kanna,261,"4,037",100
DaddyDoo,Marksman,273,"3,956",0
AdelePyrusX,Adele,277,"3,809",100
p8kerF4c3,Hero,262,"3,649",250
ExcaliCrown,Hero,271,"3,636",0
Femtas,Arch Mage (F/P),270,"3,354",100
Synchronite,Zero,260,"3,346",250
Akunaii,Blade Master,269,"3,297",400
PathJutsu,Pathfinder,274,"3,242",0
Maydis,Lynn,265,"3,202",350
eAnNyah,Wind Archer,269,"3,100",100
BobingtonNL,Night Lord,268,"2,931",100
MesolessHo,Shadower,270,"2,851",100
lcysilk,Night Lord,262,"2,560",100
Arestei,Phantom,266,"2,528",100
Demonictized,Demon Avenger,250,"2,520",550
SmollNippy,Bishop,271,"2,475","1,000"
FakerIsU,Mercedes,262,"2,392",0
discountMerc,Wind Archer,261,"2,247",100
Wharchers,Wind Archer,274,"2,220",100
XRtheodore,Night Lord,271,"2,168",0
Invert,Battlemage,273,"2,134",300
FujiBow,Bowmaster,261,"2,028",100
gyaradoof,Wind Archer,261,"1,927",450
CocoaPebbles,Night Walker,260,"1,865",100
SuhcMyDawn,Dawn Warrior,271,"1,525",100
DongSoldier,Dawn Warrior,0,0,0
Kunfumita,Kanna,264,"1,194",0
Andiology,Hero,275,"1,168",100
Susah,Bowmaster,275,"1,149",300
Fairysusu,Mercedes,268,886,100
PuppyCake,Paladin,268,600,100
Ketiew,Shade,260,518,550
Sussybussy1,Pathfinder,264,357,100
DroIo,Zero,240,346,350
Shiroidol,Angelic Buster,260,165,100
Hikiniku,Dawn Warrior,260,133,100
0rvius,Illium,266,0,0
185cm22,Night Walker,261,0,0
AIivya,Bishop,285,0,0
Aoifene,Kaiser,248,0,0
AriesxArk,Ark,263,0,0
ArwenWindx,Wind Archer,260,0,0
Atargattis,Wind Archer,264,0,0
Bloodymick,Cadena,271,0,0
BuccaR1,Buccaneer,261,0,0
Camill97,Adele,267,0,0
Cullis,Blade Master,279,0,0
EightLD,Buccaneer,275,0,0
FairParadox,Hero,272,0,0
FairyErda,Mercedes,281,0,0
Fieldsofice,Arch Mage (I/L),278,0,0
FindingRawrs,Pathfinder,280,0,0
GIBORSHELIMA,Hero,263,0,0
Gambianna,Kanna,242,0,0
Gambiarra,Paladin,262,0,0
Gaslowe,Hoyoung,251,0,0
GeroHero,Hero,262,0,0
Giroe,Night Lord,259,0,0
Glacister,Kanna,243,0,0
Gôma,Bowmaster,263,0,0
Hádal,Buccaneer,261,0,0
ILoveSusah,Bowmaster,260,0,0
loyo,Battlemage,270,0,0
JaeiDeun,Pathfinder,277,0,0
Jayras,Dawn Warrior,267,0,0
Jettentat,Hero,261,0,0
Jošh,Evan,270,0,0
KalePesto,Corsair,250,0,0
