IGN,CLASS,LVL,CULVERT,FLAG
5101520,Zero,261,712,300
AYoungPanda,Xenon,285,"37,407",0
AdelePyrusX,Adele,278,"4,995",400
AgriasOäks,Hero,285,"37,522",0
AgriásOaks,Adele,276,"21,929",0
Aillou,Arch Mage (I/L),282,"16,621",0
Andiology,Hero,279,"4,519",300
AnnyWithaY,Cadena,282,"11,610",0
Arsteia,Bowmaster,281,"17,212","1,000"
Azaghal,Mihile,267,"10,435",0
Charmante,Kinesis,282,"22,765",0
Chiivess,Bishop,284,"23,980",0
CoronaHeroX,Hero,281,"21,424",0
Couronne,Bowmaster,281,"20,053",900
darkman420,Night Walker,276,"7,217",300
DroIo,Zero,273,0,0
Dysturbed,Hero,275,"7,068",0
EightLD,Buccaneer,279,"20,423",0
ExcaliCrown,Hero,276,"7,213",0
ExiledCrown,Night Lord,283,"20,925",0
Fieldsofice,Arch Mage (I/L),280,"14,472",0
GUINS00S,Wind Archer,277,"9,158",0
GreenHero,Hero,280,"14,461",0
Herfo,Hero,277,"7,737",0
IHinoeI,Wild Hunter,285,"20,429",0
JobuTupaky,Shadower,283,"12,648",0
Kikuzato,Adele,286,"34,435",600
LoveGoes,Night Lord,275,"7,571",300
Malfe,Night Walker,281,"19,574",700
ManasAB,Angelic Buster,276,"5,167",300
Maydis,Lynn,270,"6,275",0
MesolessHo,Shadower,275,"6,051",0
MysticalStep,Phantom,285,"29,805",0
Ménger,Bishop,267,0,0
NandoLab,Night Walker,287,"67,178",0
NaroXY,Night Lord,284,"30,748",300
NatsumeReiko,Lynn,267,0,0
OJeezOWeez,Arch Mage (F/P),281,"9,760",0
Ostentat,Mechanic,284,"20,565",0
PathJutsu,Pathfinder,276,0,0
Sachdad,Kain,285,"40,066",0
SadDuck,Blade Master,278,"9,934",400
Seihin,Dawn Warrior,275,"9,628",700
ShiroUni,Bishop,282,"30,308",0
ShyGuy69,Demon Slayer,279,"10,103",0
SingularityX,Hero,286,"37,741",0
Smellymelons,Night Walker,286,"49,035",0
Sneakochair,Shadower,270,"2,426",300
Snôwden,Bowmaster,277,"4,954",0
Student625,Bishop,283,"11,271",0
VÌlowe,Illium,286,"32,302",300
WaterBender,Zero,279,"11,715",0
XxAvV,Adele,280,"13,488",0
YoItsOP,Blade Master,279,"12,910",0
Zugan,Shadower,287,"53,090",0
abb2be2,Angelic Buster,280,"14,383",0
bunch0,Illium,285,0,0
dmgdawn,Dawn Warrior,285,"18,862",0
joosty,Dawn Warrior,283,"28,651",0
undísputed,Hayato,271,"5,308",300
DouBlaze,Shadower,267,0,0
Explosia,Bishop,280,"10,957",0
KptKrazz,Buccaneer,277,"11,279",0
goatnuts,Night Walker,278,"11,648",0
p8kerF4c3,Hero,268,"6,927",0
0rvius,Illium,266,0,0
Channel,Buccaneer,270,"16,696",0
Dysturbed,Phantom,265,"2,138",0
Sentanapica,Bishop,274,"8,917",0
ThatsoEvan,Evan,271,0,0
Maokie,Hayato,263,605,300
Winderoos,Wind Archer,274,"3,661",300
goatnuts,Kanna,265,0,0
gyaradoof,Wind Archer,261,"4,417",600
joyjoos,Buccaneer,265,"8,935",0
Sadweekend,Lara,273,0,300
Aggression,Buccaneer,262,"6,436",0
Fairysusu,Mercedes,271,"1,285",300
Jošh,Evan,272,"3,320",300
Oakees,Cadena,270,"5,328",800
PoeBow,Pathfinder,280,"19,119",0
Zeeyoung,Hoyoung,277,"17,305",0
eAnNyah,Wind Archer,270,"1,782",300
ArkR1,Ark,277,"11,183",500
FindingRawrs,Pathfinder,281,"11,697",0
Lospalos,Hero,276,0,0
Maokie,Arch Mage (I/L),271,"4,740",600
Prishes,Buccaneer,276,"10,945",0
SmollNippy,Bishop,274,0,0
discountMerc,Wind Archer,261,"2,557",300
BrackMama,Cannon Master,275,"7,030",0
DWBob,Dawn Warrior,284,0,0
DaddyDoo,Marksman,276,0,0
ExcaliCrown,Bishop,263,"1,191",300
Invert,Battlemage,276,"6,136",500
OnaSensei,Zero,280,"10,785",0
Pedelle,Adele,271,0,0
Robust,Shade,266,"9,994",0
Synchronite,Zero,261,0,0
shootemquile,Wind Archer,281,"19,653",300
Arestei,Phantom,272,"4,344",300
ButtPees,Paladin,270,"2,266",0
CocoaPebbles,Night Walker,260,"2,156",0
FujiBow,Bowmaster,261,0,0
Hádal,Buccaneer,262,"1,939",0
jin99,Adele,278,0,0
helloyesok,Cadena,262,"11,114",0
Demonictized,Demon Avenger,250,"2,512","1,000"
DongSoldier,Dawn Warrior,271,0,0
GeckÕ,Blaze Wizard,266,"1,813",0
KalePesto,Corsair,256,"1,589",300
Kunfumita,Kanna,264,"2,964",0
bunchwalk,Night Walker,263,0,0
momloveer,Night Lord,262,0,0
FairyErda,Mercedes,281,"15,064",0
Kiangaroo,Kain,260,0,0
Laphrii,Buccaneer,260,0,0
PyrusILmage,Arch Mage (I/L),261,0,0
SweetPlatano,Bishop,265,485,0
Antcbb,Aran,263,0,0
Atargattis,Wind Archer,266,0,0
Fairies,Adele,276,0,0
Hikiniku,Dawn Warrior,271,196,300
KannaWoopit,Kanna,237,0,0
Susah,Bowmaster,277,0,0
