IGN,CLASS,LVL,CULVERT,FLAG
NandoLab,Night Walker,286,"71,905",450
Zugan,Shadower,286,"48,747",300
gomahao,Marksman,287,"47,291",0
Smellymel,Night Walker,285,"46,541",0
SingularityX,Hero,285,"41,109",0
AgriasOaks,Hero,284,"38,709",0
AYoungPan,Xenon,283,"38,414",0
Sachdad,Kain,285,"34,589",0
NaroXY,Night Lord,283,"33,132",0
ShiroUni,Bishop,281,"32,344",0
Cessation,Hero,283,"30,388",0
HeWhoBuc,Unknown,0,0,0
MysticalStep,Phantom,284,"28,839",0
Charmante,Kinesis,281,"25,031",0
joosty,Dawn Warrior,282,"25,026",0
ExiledCrown,Night Lord,282,"23,382",0
jonipally,Paladin,283,"22,552",0
PuppyCake,Paladin,268,0,0
PyrusILma,Arch Mage (I/L,261,0,0
Rafff,Paladin,248,0,0
SatsumaB,Hayato,278,0,0
SerAmida,Hayato,266,0,0
Shiroldol,Angelic Buster,260,0,0
SmollNippy,Bishop,272,0,"1,000"
SolEXCrownDawn,Warrior,252,0,0
TigerThorn,Kanna,255,0,0
URAQT,Angelic Buster,260,0,0
Walkees,Night Walker,260,0,0
Waowa,Wind Archer,262,0,0
Wexarm,Mercedes,260,0,0
Winterwinta,Phantom,273,0,0
XRTheodore,Night Lord,272,0,0
buncho,illiurn,284,0,0
bunchwalk,Night Walker,263,0,0
fdfdfgea,Demon Slayer,265,0,0
geminisea,Shadower,261,0,0
goatnuts,Night Walker,276,0,0
kesmaree,Adele,264,0,0
onetym,Blade Master,265,0,0
pokguy,Arch Mage (I/L),278,0,0
sadweeken,Lara,270,0,0
sluhgs,Angelic Buster,263,0,0
sut1ven,Dawn Warrior,275,0,0
xIllusionZ,Pathfinder,262,0,0
AgriasOaks,Adele,276,"21,482",0
DWBob,Dawn Warrior,283,"20,927",100
CoronaHer,Hero,279,"19,715",0
Couronne,Bowmaster,280,"19,373",0
shootemqu,Wind Archer,280,"19,364",0
Zeeyoung,Hoyoung,277,"18,601",0
PoeBow,Pathfinder,279,"16,756",0
Ailiou,Arch Mage (I/L),281,"16,599",0
Channel,Buccaneer,267,"16,572",0
Ostentat,Mechanic,284,"16,018",0
Arsteia,Bowmaster,280,"16,007","1,000"
IHinoel,Wild Hunter,283,"15,697",0
Alivya,Bishop,285,"15,382",0
Explosia,Bishop,279,"14,957",0
abb2be2,Angelic Buster,278,"14,729",0
Chiivess,Bishop,282,"13,983",0
WaterBend,Zero,278,"13,964",0
helloyesok,Cadena,261,"13,760",0
Fairies,Adele,275,"12,392",0
Fieldsoflce,Arch M,age,5,"12,386"
EightLD,Buccaneer,277,"11,700",0
Student625,Bishop,282,"11,698",0
FindingRa,Pathfinder,280,"11,593",0
KptKrazz,Buccaneer,276,"11,490",0
Coronadena,Cadena,277,"11,454",0
Robust,Shade,266,"11,389",0
XxAW,Adele,280,"11,342",100
ArkR1,Ark,276,"11,141",450
GreenHero,Hero,278,"10,710",0
JobuTupaky,Shadower,282,"10,689",550
Jin99,Adele,278,"9,568",100
Seihin,Dawn Warrior,273,"9,326",450
Minterr,Buccaneer,271,"8,536",0
ShyGuy69,Demon Slayer,277,"8,345",0
joyjoos,Buccaneer,262,"8,172",0
GUINS00S,Wind Archer,276,"7,915",0
OJeezOWe,Arch Mage (F/P),280,"7,262",0
Snooted,Wind Archer,272,7.178,0
Azaghal,Mihile,263,"6,733",0
SadDuck,Blade Master,275,"6,727",100
LeSqueech,Bishop,278,"6,724",250
goatnuts,Kanna,263,"6,611",0
DouBlaze,Shadower,264,"6,467",450
Maokie,Arch Mage (I/L),270,"6,366",450
Herfo,Hero,275,"6,106",0
LoveGoes:,Night Lord,272,"6,021",100
BrackMamaCannon,Unknown,0,0,0
DaddyDoo,Marksman,275,"5,620",100
Liuyuning,Night Lord,274,"5,533",0
ExcaliCrown,Hero,273,"5,074",0
Sentanapica,Bishop,266,"4,682",0
buffabplz,Hayato,250,"4,621",0
AdelePyrusX,Adele,277,"4,272",100
p8kerF4c3,Hero,263,"4,267",100
Maydis:,Lynn,267,"4,168",0
Synchronite,Zero,261,"4,130",350
MesolessHo,Shadower,271,"4,094",100
Fermtas,Arch Mage (F/P),272,"4,019",100
Wharchers,Wind Archer,276,"3,952",100
Arestei,Phantom,270,3.885,100
discountMe,Wind Archer,261,"3,390",100
Camill97,Adele,270,"3,341",0
PathJutsu,Pathfinder,275,"3,266",200
Kunfumita,Kanna,264,"3,176",0
SuhcMyDa,Dawn Warrior,272,"3,121",200
gyaradoof,Wind Archer,261,"3,086",450
Andiology,Hero,277,"3,067",250
FakerlsU,Mercedes:,264,"2,861",0
xIMeowless,Lynn,263,"2,798",0
Darkman4,NightWalker,272,"2,749",100
Icysilk,Night Lord,264,"2,626",100
Invert,Battle Mage,274,"2,617",250
Josh,Evan,271,"2,564",100
Demonictiz,Demon Avenger,250,"2,526","1,000"
Snowden,Bowmaster,274,"2,317",0
FujiBow,Bowmaster,261,"2,165",100
CocoaPeb,NightWalker,260,"1,930",250
Nooks7070,Dawn Warrior,259,"1,784",0
antchb,Aran,261,"1,650",100
Recordcake,Pathfinder,270,"1,583",100
Drolo,Zero,261,"1,561",250
eAnNyah,Wind Archer,270,"1,540",100
Susah,Bowmaster,276,"1,162",100
NatsumeR,Lynn,262,"1,100",100
Waokie,Hayato,263,"1,077",0
ManasAB,Angelic Buster,264,998,100
thunderyouThunder,Unknown,0,0,0
ThatsoEvan,Evan,269,937,100
Fairysusu,Mercedes,269,916,100
185cm22,Night Walker,261,868,0
Excellent,Blade Master,262,822,450
Ketiew,Shade,260,472,550
Hikiniku,Dawn Warrior,263,126,100
Orvius,lllium,266,0,0
Aggression,Buccaneer,262,0,0
AnnyWithaY,Cadena,281,0,0
Aoifene,Kaiser,248,0,0
AriesxArk,Ark,263,0,0
ArwenWindx,Wind Archer,263,0,0
Atargattis,Wind Archer,264,0,0
Bloodymick,Cadena,271,0,0
BuccaR1,Buccaneer,261,0,0
Cullis,Blade Master,279,0,0
DawnRaivyn,Dawn Warrior,261,0,0
DongSoldierDawnWarrior,Unknown,0,0,0
FairParadox,Hero,272,0,0
FairyErda,Mercedes,281,0,0
Gambianna,Kanna,242,0,0
Gambiarra,Paladin,262,0,0
Gaslowe,Hoyoung,251,0,0
GeroHero,Hero,262,0,0
Giroe,Night Lord,259,0,0
Glacister,Kanna,243,0,0
Hadal,Buccaneer,261,0,0
LoveSusah,Bowmaster,260,0,0
loyo,Battle Mage,270,0,0
Ixeon,Paladin,279,0,0
JaeiDeun,Pathfinder,277,0,0
Jayras,Dawn Warrior,267,0,0
Jettentat,Hero,261,0,0
KalePesto,Corsair,250,0,0
KannaWoo,Kanna,237,0,0
Kelci,Dawn Warrior,267,0,0
Laphrii,Buccaneer,255,0,0
LegaSynn,Night Lord,277,0,0
LoneSwall,Shade,252,0,0
Lospalos,Hero,275,0,0
LumiTakeji,Lurminous,277,0,0
Luumnia,Adele,262,0,0
Malfe,Night Walker,280,0,0
Nv00,Shadower,260,0,0
Oakees,Cadena,268,0,0
Palorin,Paladin,264,0,0
