IGN,CLASS,LVL,CULVERT,FLAG
NandoLab,Night Walker,285,"56,661",0
gomahao,Marksman,286,"47,944",0
Smellymelons,Night Walker,285,"41,499",0
AgriasOäks,Hero,284,"39,057",0
SingularityX,Hero,285,"37,445",0
Zugan,Shadower,285,"35,246",0
niffyWhiff,Wind Archer,285,"34,438",400
AYoungPanda,Xenon,281,"31,281",0
bunch0,Illium,283,"29,350",0
HeWhoBuccs,Buccaneer,280,"26,021",0
ShiroUni,Bishop,280,"25,504",0
NaroXY,Night Lord,283,"24,936",0
joosty,Dawn Warrior,281,"24,041",0
Osmosium,Hero,281,"23,881",0
Cessation,Hero,280,"23,859",0
AIivya,Bishop,283,"23,834",0
Ostentat,Mechanic,283,"20,103",0
SatsumaBushi,Hayato,278,0,0
Sentanapica,Bishop,233,0,0
SerAmidamaru,Hayato,265,0,0
SlimeShadý,Shade,263,0,0
Snooted,Wind Archer,270,0,0
Snôwden,Bowmaster,271,0,0
SolExCrown,Dawn Warrior,252,0,0
StumblsRumbl,Thunder Breaker,0,0,0
Synchronite,Zero,260,0,0
TigerThorn,Kanna,255,0,0
Tipku,Adele,262,0,0
URAQT,Angelic Buster,253,0,0
Maokie,Hayato,262,0,0
Waowa,Wind Archer,262,0,0
Wexam,Mercedes,252,0,0
winterwinta,Phantom,273,0,0
Xepyks,Hero,266,0,0
Antcbb,Aran,260,0,0
blkicecoffee,Bowmaster,280,0,0
bunchwalk,Night Walker,263,0,0
geminiseason,Shadower,256,0,0
jsphbish,Bishop,269,0,0
Kesmaree,Adele,264,0,0
onetym,Blade Master,265,0,0
Sadweekend,Lara,270,0,0
slimreboot,Demon Slayer,257,0,0
Sluhgs,Angelic Buster,263,0,0
Sut1ven,Dawn Warrior,275,0,0
xillusionZ,Pathfinder,262,0,0
FairyErda,Mercedes,280,"19,739","1,000"
Zeeyoung,Hoyoung,276,"18,948",0
warIock,Night Lord,280,"18,779",0
SmackYaDad,Kain,283,"18,161",0
Charmante,Kinesis,281,"18,116",0
MysticalStep,Phantom,283,"17,989",0
AgriásOaks,Adele,276,"17,957",0
ExiledCrown,Night Lord,281,"16,331",0
CoronaHeroX,Hero,277,"16,181",0
IHinoeI,Wild Hunter,281,"15,397",0
MauricioS,Bishop,279,"15,344","1,000"
Iyazy,Wind Archer,281,"15,294",0
pokguy,Arch Mage (I/L),276,"14,861","1,000"
XxAvV,Adele,278,"14,601",0
shootemquile,Wind Archer,279,"14,386",450
Aillou,Arch Mage (I/L),280,"14,270",0
Couronne,Bowmaster,279,"13,239","1,000"
PoeBow,Pathfinder,277,"12,662",0
JoniPally,Paladin,280,"11,994",0
helloyesok,Cadena,261,"11,736",0
JobuTupaky,Shadower,282,"11,553",450
Malfe,Night Walker,279,"11,503",0
Explosia,Bishop,276,"10,837",0
Chiivess,Bishop,280,"10,688",0
goatnuts,Night Walker,274,"10,563",0
EightLD,Buccaneer,274,"10,104",0
Fieldsofice,Arch Mage (I/L),278,"9,965",0
Channel,Buccaneer,263,"9,533",0
SomaSet,Dark Knight,282,"9,312",0
ArkR1,Ark,275,"9,200",550
AnnyWithaY,Cadena,280,"9,037",0
Student625,Bishop,280,"8,870",0
Gôma,Bowmaster,263,"8,857",0
Seihin,Dawn Warrior,271,"8,529",450
WaterBender,Zero,276,"8,313",0
xMooymoo,Bishop,270,"8,166",0
Robust,Shade,266,"8,115",0
Coronadena,Cadena,274,"8,006",650
KptKrazz,Buccaneer,273,"7,752",0
OJeezOWeez,Arch Mage (F/P),277,7.493,100
GreenHero,Hero,275,"7,321",0
DouBlaze,Shadower,263,"6,963",0
Kori312,Arch Mage (F/P),266,"6,391",100
Aggression,Buccaneer,262,"5,992",0
ShyGuy69,Demon Slayer,276,"5,834",0
Maokie,Arch Mage (I/L),268,"5,556",0
GUINS00S,Wind Archer,273,"5,264",100
Arsteia,Bowmaster,277,"5,191","1,000"
Ixeon,Paladin,275,"4,682",100
buffabplz,Hayato,250,"4,554",0
Andiology,Hero,273,"4,298",100
joyjoos,Buccaneer,261,"4,277",550
Invert,Battlemage,271,"4,134",100
LeSqueech,Bishop,274,"4,061",100
Herfo,Hero,270,"4,060",550
ExcaliCrown,Hero,270,"3,845",0
AdelePyrusX,Adele,277,"3,648",100
Jošh,Evan,270,"3,592",250
LoveGoes,Night Lord,270,"3,535",100
