IGN,CLASS,LVL,CULVERT,FLAG
NandoLab,Night Walker,283,"37,126",350
Goma,Marksman,283,"31,180",0
Zugan,Shadower,284,"29,978",0
SingularityX,Hero,282,"27,959",550
Smellymel,Night Walker,282,"26,264",0
AgriasOaks,Hero,282,"25,241",0
MysticalStep,Phantom,281,"20,905",0
buncho,Illium,281,"17,531",0
ShiroUni,Bishop,278,"16,783",200
AYoungPan,Xenon,280,"15,541",550
NaroXY,Night Lord,281,"15,504",250
Zeeyoung,Hoyoung,276,"15,288",0
coolcat66,Arch Mage (F/P,277,"15,250",0
HeWhoBuc,Buccaneer,278,"15,028",0
FujiNW,Night Walker,277,"14,901",0
AgriasOaks,Adele,276,"14,059",0
Zunea77,Shadower,282,"13,741",100
ToNhon,Kanna,278,0,0
Tonigiri,Shadower,268,0,0
URAQT,Angelic Buster,253,0,0
Waowa,Wind Archer,260,0,0
Wexam,Mercedes,250,0,0
WharchersWind,Archer,264,0,0
Xepyks,Hero,262,0,0
abowtym,Bowmaster,250,0,0
antchb,Aran,260,0,0
bunchwalk,Night Walker,262,0,0
discountMe,Wind Archer,255,0,0
geminisea,Shadower,253,0,0
kesmaree,Adele,264,0,0
niervaren,Kanna,247,0,0
onetym,Blade Master,265,0,0
pokguy,Arch Mage (I/L),273,0,0
sluhgs,Angelic Buster,263,0,0
sut1ven,Dawn Warrior,275,0,0
Azil,Aran,261,0,0
xIlusionZ,Pathfinder,262,0,0
xxMakgeolli,Night Lord,256,0,0
blkicecoffee,Bowmaster,280,"12,148",0
SmackYaD,Kain,281,"12,024",0
FairyErda,Mercedes,280,"11,538",350
Explosia,Bishop,275,"11,005",0
Ostentat,Mechanic,281,"10,971",300
Orvius,illium,266,"10,790",0
SatsumaB,Hayato,278,"10,695",0
shootemqu,Wind Archer,276,"10,503",300
joosty,Dawn Warrior,277,"10,451",250
helloyesok,Cadena,261,"10,338",0
ExiledCrown,Night Lord,278,"10,119",100
LegaSynn,Night Lord,277,"10,057",0
PoeBow,Pathfinder,275,"10,048",0
FindingRa,Pathfinder,279,"9,769",100
Charmante,Kinesis:,279,"9,395",300
Alivya,Bishop,280,"9,041",0
IHinoel,Wild Hunter,277,"8,605",0
JobuTupaky,Shadower,280,"8,529",100
XxAW,Adele,276,"8,339",0
Channel,Buccaneer,261,"8,257",200
Osmosium,Hero,277,"8,175",0
Ailiou,Arch Mage (I/L),277,"8,174",0
6Will,Night Lord,274,"7,490",0
ArkR1,Ark,274,"7,241",100
Robust,Shade,265,"7,122",0
Azaghal,Mihile,262,"7,084",0
goatnuts,Night Walker,268,"6,799",0
Coronadena,Cadena,270,"6,523",200
SIMP4CHA,Wind Archer,276,"6,316",100
SomaSet,Dark Knight,280,"6,279",0
Snooted,Wind Archer,268,"6,240",0
Student625,Bishop,278,"6,183",0
WaterBend,Zero,272,"6,009",0
Chivess,Bishop,277,"5,768",0
CoronaHer,: Hero,275,"5,526",100
Goma,Bowmaster,262,"5,424",0
MauricioS,Bishop,271,"5,372",200
FairParadox,Hero,268,"5,272",100
warlock,Night Lord,273,"5,178",0
Aggression,E Buccaneer,262,"5,063",100
Seihin,Dawn Warrior,264,"4,965",200
Fieldsoflce,Arch Mage l/L,275,"4,872",100
AnnyWithaY,Cadena,277,"4,726",200
