IGN,CLASS,LVL,CULVERT,FLAG
Zugan,Shadower,284,"30,429",100
Exor,Night Lord,281,"30,166",0
Góma,Marksman,282,"28,665",0
NandoLab,Night Walker,282,"27,790",400
AgriasOäks,Hero,282,"26,496",400
STDBalls,Illium,281,"25,335",100
Smellymelons,Night Walker,282,"24,585",0
SingularityX,Hero,281,"23,170",0
Kyenesis,Kinesis,283,"22,841",0
tomotokun,Thunder Breaker,282,"22,341","1,000"
AYoungPanda,Xenon,280,"21,769",350
bunch0,Illium,281,"21,071",0
Hypnotism,Dawn Warrior,281,"20,919",0
BuriaI,Dawn Warrior,281,"20,673",100
RedEntei,Blade Master,278,"16,771",0
Zeeyoung,Hoyoung,276,"14,907",0
blkicecoffee,Bowmaster,280,"13,993",0
AgriasOäks,Adele,276,"13,830",300
ShiroUni,Bishop,277,"13,783",200
MysticalStep,Phantom,281,"13,767",0
HeWhoBuccs,Buccaneer,277,"13,739",0
FujiNW,Night Walker,276,"13,168",0
shootemquile,Wind Archer,275,"11,888",250
coolcat66,Arch Mage (F/P),275,"11,370",0
SatsumaBushi,Hayato,277,"11,266",0
helloyesok,Cadena,261,"11,239",0
NaroXY,Night Lord,281,"10,935",0
SmackYaDad,Kain,281,"10,289",0
Osmosium,Hero,276,"10,066",0
LegaSynn,Night Lord,276,"9,598",0
linkskillxyy,Mihile,270,"8,984",0
Channel,Buccaneer,261,"8,936",250
Explosia,Bishop,273,"8,633",0
PoeBow,Pathfinder,273,"8,524",0
Charmante,Kinesis,278,8.485,300
XxAvV,Adele,275,"8,352",0
Cullis,Blade Master,279,"7,929",0
NightcVAL,Night Walker,271,7.793,0
FindingRawrs,Pathfinder,278,"7,712",0
Ostentat,Mechanic,281,"7,239",0
ArkR1,Ark,273,"7,050",100
ExiledCrown,Night Lord,276,"6,755",200
CoronaHeroX,Hero,273,"6,747",0
JobuTupaky,Shadower,280,"6,583",200
EightLD,Buccaneer,269,"6,297",350
oWill,Night Lord,271,"6,252",0
SingleStep,Shadower,270,"6,111",0
Coronadena,Cadena,268,"5,894",200
Snooted,Wind Archer,265,5.887,0
SomaSet,Dark Knight,280,"5,759",100
WaterBender,Zero,271,"5,509",100
Aggression,Buccaneer,262,"5,448",0
Student625,Bishop,277,"5,420",0
AnnyWithaY,Cadena,276,"5,409",100
Azaghal,Mihile,262,"5,365",300
goatnuts,Night Walker,266,"5,302",0
Sut1ven,Dawn Warrior,273,"5,067",0
STDswords,Adele,267,"5,045",200
joosyyu,Dawn Warrior,276,"4,823",100
Seihin,Dawn Warrior,263,"4,724",100
Chiivess,Bishop,276,"4,500",100
MauricioS,Bishop,270,"4,278",300
MaJorG,Aran,262,"4,058",0
jin99,Adele,273,"3,749",100
Equiness,Hoyoung,263,"3,631",100
Arsteia,Bowmaster,271,"3,528","1,000"
ToNhon,Kanna,278,"3,422",0
Tonigiri,Shadower,268,"3,414",0
AdelePyrusX,Adele,275,"3,388",100
Pedelle,Adele,271,"2,968",0
joyjoos,Buccaneer,260,"2,761",100
Maokie,Arch Mage (I/L),263,"2,639",100
Arkeustwo,Ark,260,"2,625",250
ConsumabIe,Shadower,257,"2,577",0
Demonicitized,Demon Avenger,250,"2,496",450
SIMP4CHAEWON,Wind Archer,271,"2,259",100
LoveGoes,Night Lord,263,"2,116",0
Sadweekend,Lara,266,"1,877",100
Hádal,Buccaneer,257,"1,850",0
PointyNiips,Bowmaster,264,"1,758",100
PathJutsu,Pathfinder,265,"1,630",100
PowerLeap,Night Walker,266,"1,587",100
Invert,Battlemage,266,"1,370",250
Jettentat,Hero,261,"1,278",100
liamdroppedu,Hero,262,"1,254",0
discountMerc,Wind Archer,252,"1,187",100
sranghae,Night Walker,270,"1,095",100
Sluhgs,Angelic Buster,263,"1,094",100
MauricioS,Buccaneer,260,819,300
Murmeline,Night Walker,260,794,100
PhaseRus,Night Walker,261,682,100
xillusionZ,Pathfinder,260,515,100
Klobrille,Bishop,267,421,100
NesSteam,Battlemage,242,286,0
PyrusILmage,Arch Mage (I/L),260,284,100
HerosHonor,Hero,250,278,100
Dathuwu,Kanna,252,255,100
Ketiew,Shade,260,237,300
0rvius,Illium,266,0,0
Alivya,Bishop,278,0,0
Aillou,Arch Mage (I/L),277,0,0
Akunaii,Blade Master,260,0,0
