IGN,CLASS,LVL,CULVERT,FLAG
NandoLab,Night Walker,285,"55,571",450
gomahao,Marksman,286,"40,022",0
Zugan,Shadower,285,"38,778",0
AgriasOäks,Hero,283,"36,785",0
Smellymelons,Night Walker,285,"36,140",0
SingularityX,Hero,285,"35,995",450
AYoungPanda,Xenon,281,"27,499",0
HeWhoBuccs,Buccaneer,280,"25,654",0
ShiroUni,Bishop,280,"25,476",0
bunch0,Illium,282,"24,671",0
niffyWhiff,Wind Archer,285,"23,257",100
NaroXY,Night Lord,282,"22,673",0
MysticalStep,Phantom,283,"21,486",0
AgriásOaks,Adele,276,"20,963",0
Charmante,Kinesis,280,"18,568",0
SmackYaDad,Kain,283,"18,276",0
Zeeyoung,Hoyoung,276,"17,803",0
StumblsRumbl,Thunder Breaker,261,0,0
SuhcMyDawn,Dawn Warrior,268,0,0
TigerThorn,Kanna,255,0,0
Tipku,Adele,262,0,0
URAQT,Angelic Buster,253,0,0
Waowa,Wind Archer,261,0,0
Wexam,Mercedes,250,0,0
winterwinta,Phantom,273,0,0
Xepyks,Hero,265,0,0
Antcbb,Aran,260,0,0
blkicecoffee,Bowmaster,280,0,0
bunchwalk,Night Walker,263,0,0
discountMerc,Wind Archer,260,0,0
geminiseason,Shadower,256,0,0
joosty,Dawn Warrior,280,0,0
jsphbish,Bishop,267,0,0
Kesmaree,Adele,264,0,0
onetym,Blade Master,265,0,0
Sadweekend,Lara,269,0,0
slimreboot,Demon Slayer,255,0,0
Sluhgs,Angelic Buster,263,0,0
Sut1ven,Dawn Warrior,275,0,0
xillusionZ,Pathfinder,262,0,0
XxMakgeolli,Night Lord,256,0,0
Osmosium,Hero,281,"17,044",0
ExiledCrown,Night Lord,280,"16,395",0
Cessation,Hero,280,"16,103",0
Ostentat,Mechanic,283,"14,725",0
shootemquile,Wind Archer,279,"14,601",0
XxAvV,Adele,277,"14,356",0
pokguy,Arch Mage (I/L),275,"13,735","1,000"
CoronaHeroX,Hero,277,"13,671",0
warIock,Night Lord,279,"13,423",0
Couronne,Bowmaster,279,"13,070",250
helloyesok,Cadena,261,"12,415",0
MauricioS,Bishop,277,"12,190","1,000"
JoniPally,Paladin,278,"12,082",0
Malfe,Night Walker,278,"11,925",0
FairyErda,Mercedes,280,"11,641","1,000"
PoeBow,Pathfinder,277,"11,630",0
SomaSet,Dark Knight,282,"11,611",0
goatnuts,Night Walker,273,"11,191",0
FindingRawrs,Pathfinder,280,"11,071",0
IHinoeI,Wild Hunter,281,"10,964",0
Aillou,Arch Mage (I/L),280,"10,647",0
JobuTupaky,Shadower,281,"10,472",100
KptKrazz,Buccaneer,272,"10,234",0
Fieldsofice,Arch Mage (I/L),277,"10,189",0
EightLD,Buccaneer,273,"10,064",0
Channel,Buccaneer,262,"9,866",0
Explosia,Bishop,276,"9,734",0
ArkR1,Ark,275,"9,024",250
AnnyWithaY,Cadena,279,"8,493",100
Azaghal,Mihile,263,"8,265",0
Student625,Bishop,280,"8,253",0
WaterBender,Zero,275,"8,122",0
Gôma,Bowmaster,263,"7,949",0
Arsteia,Bowmaster,276,"7,588","1,000"
Seihin,Dawn Warrior,268,7.579,200
Robust,Shade,265,"7,562",0
GreenHero,Hero,274,"6,783",0
Iyazy,Wind Archer,280,"6,558",0
DouBlaze,Shadower,263,"6,442",0
xMooymoo,Bishop,269,"6,351",0
OJeezOWeez,Arch Mage (F/P),276,"6,202",100
Aggression,Buccaneer,262,"6,147",0
Ixeon,Paladin,272,"4,914",100
GUINS00S,Wind Archer,272,"4,764",100
ShyGuy69,Demon Slayer,275,"4,318",100
buffabplz,Hayato,250,"4,288",0
AdelePyrusX,Adele,276,"4,049",100
ExcaliCrown,Hero,270,3.818,0
Andiology,Hero,271,"3,747",100
goatnuts,Kanna,260,"3,577",0
LeSqueech,Bishop,271,"3,428",100
Maokie,Arch Mage (I/L),267,"3,349",100
jin99,Adele,275,"3,346",100
LoveGoes,Night Lord,269,"3,246",100
Herfo,Hero,267,"3,101",100
Kori312,Arch Mage (F/P),263,"2,951",100
Akunaii,Blade Master,266,"2,850",350
Camill97,Adele,263,"2,785",100
joyjoos,Buccaneer,261,"2,732",100
Demonictized,Demon Avenger,250,"2,671",250
Hádal,Buccaneer,261,"2,571",0
Arsteia,Phantom,263,"2,552",100
Femtas,Arch Mage (F/P),268,"2,523",100
MightyTWY,Night Walker,267,"2,500",100
Synchronite,Zero,259,"2,393",250
Wharchers,Wind Archer,272,"2,350",100
BobingtonNL,Night Lord,267,"2,291",0
FakerIsU,Mercedes,261,"2,173",100
MauricioSbuc,Buccaneer,260,"2,111","1,000"
Snôwden,Bowmaster,271,"2,105",0
PathJutsu,Pathfinder,272,"2,038",100
Lospalos,Hero,269,"2,009",100
Kunfumita,Kanna,264,"1,900",100
