IGN,CLASS,LVL,CULVERT,FLAG
NandoLab,Night Walker,286,"71,905",450
Zugan,Shadower,286,"48,747",300
gomahao,Marksman,287,"47,291",0
Smellymelons,Night Walker,285,"46,541",0
SingularityX,Hero,285,"41,109",0
AgriasOäks,Hero,284,"38,709",0
AYoungPanda,Xenon,283,"38,414",0
Sachdad,Kain,285,"34,589",0
NaroXY,Night Lord,283,"33,132",0
ShiroUni,Bishop,281,"32,344",0
Cessation,Hero,283,"30,388",0
HeWhoBuccs,Buccaneer,281,"30,169",0
MysticalStep,Phantom,284,"28,839",0
Charmante,Kinesis,281,"25,031",0
joosty,Dawn Warrior,282,"25,026",0
ExiledCrown,Night Lord,282,"23,382",0
JoniPally,Paladin,283,"22,552",0
PuppyCake,Paladin,268,0,0
PyrusILmage,Arch Mage (I/L),261,0,0
Raffff,Paladin,248,0,0
SatsumaBushi,Hayato,278,0,0
SerAmidamaru,Hayato,266,0,0
Shiroidol,Angelic Buster,260,0,0
SmollNippy,Bishop,272,0,"1,000"
SolExCrown,Dawn Warrior,252,0,0
TigerThorn,Kanna,255,0,0
URAQT,Angelic Buster,260,0,0
Walkees,Night Walker,260,0,0
Waowa,Wind Archer,262,0,0
Wexam,Mercedes,260,0,0
winterwinta,Phantom,273,0,0
XRtheodore,Night Lord,272,0,0
bunch0,Illium,284,0,0
bunchwalk,Night Walker,263,0,0
fdfdfgea,Demon Slayer,265,0,0
geminiseason,Shadower,261,0,0
goatnuts,Night Walker,276,0,0
Kesmaree,Adele,264,0,0
onetym,Blade Master,265,0,0
pokguy,Arch Mage (I/L),278,0,0
Sadweekend,Lara,270,0,0
Sluhgs,Angelic Buster,263,0,0
Sut1ven,Dawn Warrior,275,0,0
xillusionZ,Pathfinder,262,0,0
AgriásOaks,Adele,276,"21,482",0
DWBob,Dawn Warrior,283,"20,927",100
CoronaHeroX,Hero,279,"19,715",0
Couronne,Bowmaster,280,"19,373",0
shootemquile,Wind Archer,280,"19,364",0
Zeeyoung,Hoyoung,277,"18,601",0
PoeBow,Pathfinder,279,"16,756",0
Aillou,Arch Mage (I/L),281,"16,599",0
Channel,Buccaneer,267,"16,572",0
Ostentat,Mechanic,284,"16,018",0
Arsteia,Bowmaster,280,"16,007","1,000"
IHinoeI,Wild Hunter,283,"15,697",0
AIivya,Bishop,285,"15,382",0
Explosia,Bishop,279,"14,957",0
abb2be2,Angelic Buster,278,"14,729",0
Chiivess,Bishop,282,"13,983",0
WaterBender,Zero,278,"13,964",0
helloyesok,Cadena,261,"13,760",0
Fairies,Adele,275,"12,392",0
Fieldsofice,Arch Mage (F/P),age,5,"12,386"
EightLD,Buccaneer,277,"11,700",0
Student625,Bishop,282,"11,698",0
FindingRawrs,Pathfinder,280,"11,593",0
KptKrazz,Buccaneer,276,"11,490",0
Coronadena,Cadena,277,"11,454",0
Robust,Shade,266,"11,389",0
XxAvV,Adele,280,"11,342",100
ArkR1,Ark,276,"11,141",450
GreenHero,Hero,278,"10,710",0
JobuTupaky,Shadower,282,"10,689",550
jin99,Adele,278,"9,568",100
Seihin,Dawn Warrior,273,"9,326",450
Minterr,Buccaneer,271,"8,536",0
ShyGuy69,Demon Slayer,277,"8,345",0
joyjoos,Buccaneer,262,"8,172",0
GUINS00S,Wind Archer,276,"7,915",0
OJeezOWeez,Arch Mage (F/P),280,"7,262",0
Snooted,Wind Archer,272,7.178,0
Azaghal,Mihile,263,"6,733",0
SadDuck,Blade Master,275,"6,727",100
LeSqueech,Bishop,278,"6,724",250
goatnuts,Kanna,263,"6,611",0
DouBlaze,Shadower,264,"6,467",450
Maokie,Arch Mage (I/L),270,"6,366",450
Herfo,Hero,275,"6,106",0
LoveGoes,Night Lord,272,"6,021",100
BrackMama,Cannon Master,0,0,0
DaddyDoo,Marksman,275,"5,620",100
Liuyuning,Night Lord,274,"5,533",0
ExcaliCrown,Hero,273,"5,074",0
Sentanapica,Bishop,266,"4,682",0
buffabplz,Hayato,250,"4,621",0
AdelePyrusX,Adele,277,"4,272",100
p8kerF4c3,Hero,263,"4,267",100
Maydis,Lynn,267,"4,168",0
Synchronite,Zero,261,"4,130",350
MesolessHo,Shadower,271,"4,094",100
Femtas,Arch Mage (F/P),272,"4,019",100
Wharchers,Wind Archer,276,"3,952",100
Arestei,Phantom,270,3.885,100
discountMerc,Wind Archer,261,"3,390",100
Camill97,Adele,270,"3,341",0
PathJutsu,Pathfinder,275,"3,266",200
Kunfumita,Kanna,264,"3,176",0
SuhcMyDawn,Dawn Warrior,272,"3,121",200
gyaradoof,Wind Archer,261,"3,086",450
Andiology,Hero,277,"3,067",250
FakerIsU,Mercedes,264,"2,861",0
xlMeowIesslx,Lynn,263,"2,798",0
darkman420,Night Walker,272,"2,749",100
lcysilk,Night Lord,264,"2,626",100
Invert,Battlemage,274,"2,617",250
Jošh,Evan,271,"2,564",100
Demonictized,Demon Avenger,250,"2,526","1,000"
Snôwden,Bowmaster,274,"2,317",0
FujiBow,Bowmaster,261,"2,165",100
CocoaPebbles,Night Walker,260,"1,930",250
Nooks7070,Dawn Warrior,259,"1,784",0
Antcbb,Aran,261,"1,650",100
Recordcake,Pathfinder,270,"1,583",100
DroIo,Zero,261,"1,561",250
eAnNyah,Wind Archer,270,"1,540",100
Susah,Bowmaster,276,"1,162",100
NatsumeReiko,Lynn,262,"1,100",100
Maokie,Hayato,263,"1,077",0
ManasAB,Angelic Buster,264,998,100
thunderyoung,Thunder Breaker,0,981,100
ThatsoEvan,Evan,269,937,100
Fairysusu,Mercedes,269,916,100
185cm22,Night Walker,261,868,0
ExceIlent,Blade Master,262,822,450
Ketiew,Shade,260,472,550
Hikiniku,Dawn Warrior,263,126,100
0rvius,Illium,266,0,0
Aggression,Buccaneer,262,0,0
AnnyWithaY,Cadena,281,0,0
Aoifene,Kaiser,248,0,0
AriesxArk,Ark,263,0,0
ArwenWindx,Wind Archer,263,0,0
Atargattis,Wind Archer,264,0,0
Bloodymick,Cadena,271,0,0
BuccaR1,Buccaneer,261,0,0
Cullis,Blade Master,279,0,0
DawnRaivyn,Dawn Warrior,261,0,0
DongSoldier,Dawn Warrior,266,0,0
FairParadox,Hero,272,0,0
FairyErda,Mercedes,281,0,0
Gambianna,Kanna,242,0,0
Gambiarra,Paladin,262,0,0
Gaslowe,Hoyoung,251,0,0
GeroHero,Hero,262,0,0
Giroe,Night Lord,259,0,0
Glacister,Kanna,243,0,0
Hádal,Buccaneer,261,0,0
ILoveSusah,Bowmaster,260,0,0
loyo,Battlemage,270,0,0
Ixeon,Paladin,279,0,0
JaeiDeun,Pathfinder,277,0,0
Jayras,Dawn Warrior,267,0,0
Jettentat,Hero,261,0,0
KalePesto,Corsair,250,0,0
KannaWoopit,Kanna,237,0,0
Kelci,Dawn Warrior,267,0,0
Laphrii,Buccaneer,255,0,0
LegaSynn,Night Lord,277,0,0
LoneSwallow,Shade,252,0,0
Lospalos,Hero,275,0,0
LumiTakeji,Luminous,277,0,0
Luumnia,Adele,262,0,0
Malfe,Night Walker,280,0,0
Nv00,Shadower,260,0,0
