IGN,CLASS,LVL,CULVERT,FLAG
NandoLab,Night Walker,283,"40,902","1,000"
Smellymelons,Night Walker,283,"30,256",0
Zugan,Shadower,285,"29,999",0
Góma,Marksman,284,"29,864",0
GomaSr,Night Lord,281,"26,832",0
AgriasOäks,Hero,283,"26,060",0
SingularityX,Hero,283,"24,474",100
AYoungPanda,Xenon,280,"20,338",400
MysticalStep,Phantom,282,"19,915",0
NaroXY,Night Lord,281,"17,397",0
HeWhoBuccs,Buccaneer,279,"17,121",0
ShiroUni,Bishop,278,"17,093",0
Zeeyoung,Hoyoung,276,"15,729",0
AgriásOaks,Adele,276,"15,580",0
Osmosium,Hero,278,"15,408",0
SmackYaDad,Kain,282,"14,289",0
shootemquile,Wind Archer,277,"12,986",100
jsphbish,Bishop,241,0,0
Kesmaree,Adele,264,0,0
onetym,Blade Master,265,0,0
pokguy,Arch Mage (I/L),273,0,0
Sadweekend,Lara,267,0,0
Sluhgs,Angelic Buster,263,0,0
Sut1ven,Dawn Warrior,275,0,0
warlock,Night Lord,275,0,0
xillusionZ,Pathfinder,262,0,0
XxMakgeolli,Night Lord,256,0,0
Explosia,Bishop,275,"11,629",0
Ostentat,Mechanic,282,"11,387",100
SatsumaBushi,Hayato,278,"11,385",0
Aillou,Arch Mage (I/L),278,"10,958",0
ExiledCrown,Night Lord,278,"10,886",400
joosty,Dawn Warrior,278,"10,749",0
FindingRawrs,Pathfinder,279,"10,548",100
helloyesok,Cadena,261,"10,414",0
blkicecoffee,Bowmaster,280,"10,278",0
Charmante,Kinesis,280,"9,946",0
PoeBow,Pathfinder,275,"9,920",0
FairyErda,Mercedes,280,"9,068",450
coolcat66,Arch Mage (F/P),278,"8,838",0
CoronaHeroX,Hero,275,"8,764",0
XxAvV,Adele,276,"8,609",0
Channel,Buccaneer,261,"8,421",0
JobuTupaky,Shadower,281,"8,375",200
SomaSet,Dark Knight,281,"8,286",0
Gôma,Bowmaster,262,"7,662",0
Iyazs,Wind Archer,277,"7,305",100
Robust,Shade,265,"6,997",0
EightLD,Buccaneer,271,"6,490",0
MauricioS,Bishop,273,"6,445",800
Coronadena,Cadena,270,"6,400",250
Azaghal,Mihile,262,"6,268",0
Fieldsofice,Arch Mage (F/P),age,5,"6,174"
Student625,Bishop,278,"6,023",0
Aggression,Buccaneer,262,"5,770",0
ArkR1,Ark,275,"5,666",250
goatnuts,Night Walker,270,"5,629",0
FairParadox,Hero,269,"5,402",100
Chiivess,Bishop,278,"5,335",0
AnnyWithaY,Cadena,278,"5,267",200
Arsteia,Bowmaster,274,"5,109","1,000"
DouBlaze,Shadower,261,"4,629",200
Seihin,Dawn Warrior,265,"4,534",250
Nooks7070,Dawn Warrior,259,"4,130",0
buffabplz,Hayato,250,"4,045",0
Ralogreenday,Phantom,270,"4,021",100
goatnuts,Kanna,260,"3,225",0
JoniPally,Paladin,272,"3,005",0
Demonictized,Demon Avenger,250,"2,760","1,000"
Maokie,Arch Mage (I/L),263,"2,577",350
Salò,Dawn Warrior,263,"2,440",0
ShyGuy69,Demon Slayer,271,"2,417",100
joyjoos,Buccaneer,261,"2,405",100
GUINS00S,Wind Archer,268,"2,135",100
BuccaR1,Buccaneer,261,"1,983",300
FujiBow,Bowmaster,260,"1,977",100
