IGN,CLASS,LVL,CULVERT,FLAG
NandoLab,Night Walker,282,"30,435",550
Zugan,Shadower,284,"29,579",250
Exor,Night Lord,281,"29,007",0
Góma,Marksman,283,"28,378",0
SingularityX,Hero,282,"28,057",450
AgriasOäks,Hero,282,"27,501",0
Smellymelons,Night Walker,282,"26,177",0
bunch0,Illium,281,"23,195",0
AYoungPanda,Xenon,280,"20,027",0
MysticalStep,Phantom,281,"16,953",0
ShiroUni,Bishop,278,"16,701",0
Zeeyoung,Hoyoung,276,"15,388",0
NaroXY,Night Lord,281,"15,368",200
HeWhoBuccs,Buccaneer,278,"15,240",0
FujiNW,Night Walker,277,"13,757",0
Osmosium,Hero,277,"13,380",0
AgriásOaks,Adele,276,"11,834",0
SomaSet,Dark Knight,280,0,0
Synchronite,Zero,255,0,0
TigerThorn,Kanna,255,0,0
ToNhon,Kanna,278,0,0
Tonigiri,Shadower,268,0,0
URAQT,Angelic Buster,253,0,0
Waowa,Wind Archer,260,0,0
Wexam,Mercedes,250,0,0
Xepyks,Hero,262,0,0
abowtym,Bowmaster,250,0,0
bunchwalk,Night Walker,261,0,0
discountMerc,Wind Archer,254,0,0
geminiseason,Shadower,253,0,0
Kesmaree,Adele,264,0,0
niervaren,Kanna,247,0,0
onetym,Blade Master,265,0,0
pokguy,Arch Mage (I/L),273,0,0
Sluhgs,Angelic Buster,263,0,0
warlock,Night Lord,272,0,0
xAzil,Aran,261,0,0
xillusionZ,Pathfinder,262,0,0
XxMakgeolli,Night Lord,256,0,0
oWill,Night Lord,273,0,0
SmackYaDad,Kain,281,"11,767",100
coolcat66,Arch Mage (F/P),277,"11,746",0
SatsumaBushi,Hayato,278,"11,362",0
Explosia,Bishop,275,"11,155",0
0rvius,Illium,266,"11,123",0
shootemquile,Wind Archer,276,"10,771",100
ExiledCrown,Night Lord,277,"10,686",550
FairyErda,Mercedes,279,"10,682",300
helloyesok,Cadena,261,"10,522",0
Alivya,Bishop,280,"10,263",0
blkicecoffee,Bowmaster,280,"10,029",0
Charmante,Kinesis,279,"9,611",450
PoeBow,Pathfinder,274,"9,416",0
Ostentat,Mechanic,281,"9,327",250
FindingRawrs,Pathfinder,279,"8,959",100
Channel,Buccaneer,261,8.852,0
LegaSynn,Night Lord,277,"8,531",0
joosty,Dawn Warrior,277,"8,215",0
Gôma,Bowmaster,262,"8,097",0
Couronne,Bowmaster,276,"8,069",0
Aillou,Arch Mage (I/L),277,"7,931",0
XxAvV,Adele,275,"7,825",0
JobuTupaky,Shadower,280,"7,465",300
Azaghal,Mihile,262,"7,336",0
Sut1ven,Dawn Warrior,275,"7,070",0
Robust,Shade,265,"7,003",0
ArkR1,Ark,274,"6,778",400
SIMP4CHAEWON,Wind Archer,275,"6,573",100
Student625,Bishop,278,"6,272",0
CoronaHeroX,Hero,275,"6,271",300
AnnyWithaY,Cadena,277,"6,198",300
Coronadena,Cadena,270,"6,154",200
EightLD,Buccaneer,270,"5,645",550
WaterBender,Zero,272,"5,616",100
Aggression,Buccaneer,26,"5,607",350
Snooted,Wind Archer,268,"5,392",0
goatnuts,Night Walker,268,"5,376",0
Pedelle,Adele,271,"5,329",0
MauricioS,Bishop,271,"5,291",800
FairParadox,Hero,267,"4,851",100
Seihin,Dawn Warrior,264,"4,567",350
Arsteia,Bowmaster,273,"4,309","1,000"
buffabplz,Hayato,250,"4,257",0
Jayras,Dawn Warrior,267,"4,053",100
joyjoos,Buccaneer,261,"3,632",100
Ralogreenday,Phantom,268,"3,555",200
goatnuts,Kanna,260,"3,530",0
AdelePyrusX,Adele,275,"3,171",100
Sadweekend,Lara,267,"2,864",200
Maokie,Arch Mage (I/L),263,"2,675",200
LoveGoes,Night Lord,266,"2,225",100
Demonicitized,Demon Avenger,250,"2,200","1,000"
Hádal,Buccaneer,260,"2,187",0
Kunfumita,Kanna,264,"2,066",300
PathJutsu,Pathfinder,266,"2,030",100
FujiBow,Bowmaster,260,"2,027",100
JoniPally,Paladin,268,"1,492",0
BuccaR1,Buccaneer,261,"1,430",300
darkman420,Night Walker,262,"1,375",0
OJeezOWeez,Arch Mage (F/P),266,"1,154",100
DaddyDoo,Marksman,261,"1,151",550
Invert,Battlemage,267,"1,108",300
ArwenWindx,Wind Archer,253,943,0
MauricioSbuc,Buccaneer,260,930,"1,000"
Snôwden,Bowmaster,264,858,0
BobingtonNL,Night Lord,261,846,100
Jettentat,Hero,261,724,200
Akunaii,Blade Master,261,678,300
Herfo,Hero,261,674,450
Andiology,Hero,262,605,300
Klobrille,Bishop,270,583,100
