IGN,CLASS,LVL,CULVERT,FLAG
NandoLab,NightWalker,286,"72,179",0
Zugan,Unknown,0,0,0
Smellymel,Night Walker,285,"47,933",0
SingularityX,Hero,285,"42,851",0
AYoungPan,Xenon,283,"39,434",0
Agriasoaks,Hero,285,"38,122",0
NaroXY,Night Lord,284,"36,429",0
Cessation,Hero,284,"36,005",0
Sachdad,Kain,285,"34,661",0
ShiroUni,Bishop,281,"33,771",350
HeWhoBuc,Buccaneer,282,"30,139",0
ExiledCrown,Night Lord,283,"28,021",0
joosty,Dawn Warrior,282,"28,004",0
MysticalStep,Phantom,285,"27,866",0
jonipally,Paladin,284,"27,141",0
Charmante,Kinesis,282,"26,211",0
DWBob,Dawn Warrior,284,"25,123",100
Susah,Bowmaster,276,0,0
Synchronite,Zero,261,0,0
ThatsoEvan,Evan,270,0,0
TigerThorn,Kanna,255,0,0
URAQT,Angelic Buster,260,0,0
Waowa,Wind Archer,262,0,0
WaterBend,Zero,278,0,0
Wexarm,Mercedes,260,0,0
Winterwinta,Phantom,273,0,0
buncho,lllium,284,0,0
bunchwalk,NightWalker,263,0,0
discountMe,Wind Archer,261,0,0
geminisea,Shadower,261,0,0
gormahao,Marksman,287,0,0
joyjoos,Buccaneer,265,0,0
kesmaree,Adele,264,0,0
Icysilk,Night Lord,265,0,0
onetym,Blade Master,265,0,0
p8kerF4c3,Hero,265,0,0
pokguy,Arch Mage (I/L),278,0,0
sadweeken,Lara,270,0,0
sut1ven,Dawn Warrior,275,0,0
xIlusionZ,Pathfinder,262,0,0
xIMeowless,Lynn,265,0,0
Chiivess,Bishop,283,"24,785",0
CoronaHer,Hero,280,"21,170",0
Couronne,Unknown,0,0,0
shootemqu,Wind Archer,280,"19,743",450
Zeeyoung,Hoyoung,277,"19,289",0
AgriasOaks,Adele,276,"19,017",0
IHinoel,Wild Hunter,284,"18,780",0
Ostentat,Mechanic,284,"18,529",0
Ailiou,Arch Mage (I/L),281,"18,094",0
XxAW,Adele,280,"16,996",0
Channel,Buccaneer,268,"16,074",0
goatnuts,Night Walker,277,"15,620",0
PoeBow,Pathfinder,280,"15,401",0
Arsteia,Bowmaster,280,"15,056","1,000"
Fairies,Adele,275,"14,213",0
