IGN,CLASS,LVL,CULVERT,FLAG
NandoLab,Night Walker,286,"70,580",0
Zugan,Shadower,287,"55,483",900
Smellymelons,Night Walker,286,"48,008",0
Sachdad,Kain,285,"41,108",0
AYoungPanda,Xenon,284,"39,973",0
joosty,Dawn Warrior,283,"39,280",0
SingularityX,Hero,286,"39,036",0
AgriasOäks,Hero,285,"37,785",0
VÌlowe,Illium,285,"35,477",400
ShiroUni,Bishop,282,"33,998",0
NaroXY,Night Lord,284,"32,088",0
MysticalStep,Phantom,285,"28,887",0
ExiledCrown,Night Lord,283,"26,320",400
AgriásOaks,Adele,276,"24,489",0
DWBob,Dawn Warrior,284,"23,447",300
Couronne,Bowmaster,281,"20,819",900
Ostentat,Mechanic,284,"20,233",0
Raffff,Paladin,248,0,0
Recordcake,Pathfinder,273,0,0
Robust,Shade,266,0,0
SatsumaBushi,Hayato,278,0,0
SerAmidamaru,Hayato,266,0,0
Shiroidol,Angelic Buster,260,0,0
Snooted,Wind Archer,272,0,0
TigerThorn,Kanna,255,0,0
URAQT,Angelic Buster,260,0,0
Waowa,Wind Archer,262,0,0
WaterBender,Zero,278,0,0
Wharchers,Wind Archer,277,0,0
winterwinta,Phantom,273,0,0
XRtheodore,Night Lord,274,0,0
YeRangE,Hero,263,0,0
Antcbb,Aran,263,0,0
bunch0,Illium,285,0,0
bunchwalk,Night Walker,263,0,0
discountMerc,Wind Archer,261,0,0
IHinoeI,Wild Hunter,285,"19,866",0
EightLD,Buccaneer,278,"19,840",0
Zeeyoung,Hoyoung,277,"19,209",0
Malfe,Night Walker,280,"18,544",0
PoeBow,Pathfinder,280,"18,416",0
Arsteia,Bowmaster,281,"18,055","1,000"
dmgdawn,Dawn Warrior,283,"17,628",0
Channel,Buccaneer,270,17.476,0
Chiivess,Bishop,283,"15,889",0
XxAvV,Adele,280,"15,598",0
abb2be2,Angelic Buster,280,"15,260",0
Explosia,Bishop,280,13.805,0
helloyesok,Cadena,262,"13,160",0
GreenHero,Hero,280,"12,971",0
YoItsOP,Blade Master,278,"12,953",0
Fairies,Adele,276,"12,698","1,000"
AnnyWithaY,Cadena,281,"12,639",0
Fieldsofice,Arch Mage (I/L),280,"12,296",0
goatnuts,Night Walker,278,"12,088",0
Student625,Bishop,283,"11,618",0
ArkR1,Ark,277,"11,265",300
KptKrazz,Buccaneer,276,"11,017",0
Azaghal,Mihile,264,"11,013",0
Seihin,Dawn Warrior,275,"10,396",700
OJeezOWeez,Arch Mage (F/P),281,"10,314",0
joyjoos,Buccaneer,265,"10,073",0
GUINS00S,Wind Archer,277,"9,215",0
SadDuck,Blade Master,278,8.863,300
darkman420,Night Walker,275,"8,724",300
LeSqueech,Bishop,280,"7,464",900
ShyGuy69,Demon Slayer,279,"7,299",0
Maydis,Lynn,270,"7,155",0
p8kerF4c3,Hero,268,"7,065",0
Maokie,Arch Mage (I/L),271,"6,962",600
BrackMama,Cannon Master,275,"6,853",0
Aggression,Buccaneer,262,"6,429",0
Invert,Battlemage,276,"6,382",500
MesolessHo,Shadower,275,"6,307",0
DaddyDoo,Marksman,276,"6,259",600
JobuTupaky,Shadower,283,"6,192",0
AdelePyrusX,Adele,278,"5,879",300
Synchronite,Zero,261,"5,849",0
LoveGoes,Night Lord,274,"5,794",300
Dysturbed,Hero,272,"5,734",0
Andiology,Hero,278,"5,396",300
ExcaliCrown,Hero,275,"5,305",0
Arestei,Phantom,271,"5,118",300
goatnuts,Kanna,265,"4,979",0
undísputed,Hayato,270,"4,936",0
buffabplz,Hayato,250,"4,333",0
PathJutsu,Pathfinder,276,"4,328",400
Sadweekend,Lara,271,"4,110",300
DongSoldier,Dawn Warrior,270,"4,075",0
DroIo,Zero,271,"4,026",900
SmollNippy,Bishop,274,"3,977",700
Snôwden,Bowmaster,276,"3,892",0
lcysilk,Night Lord,265,"3,797",0
ManasAB,Angelic Buster,275,"3,636",300
Hádal,Buccaneer,262,"3,541",0
gyaradoof,Wind Archer,261,"3,410",300
Jošh,Evan,272,"3,220",300
NatsumeReiko,Lynn,265,"3,179",0
SuhcMyDawn,Dawn Warrior,274,"3,169",300
eAnNyah,Wind Archer,270,"3,161",300
Winderoos,Wind Archer,274,"3,051",300
Demonictized,Demon Avenger,250,"2,971","1,000"
Dysturbed,Phantom,265,"2,745",0
Kunfumita,Kanna,264,"2,233",600
CocoaPebbles,Night Walker,260,"1,940",300
Sneakochair,Shadower,268,"1,855",300
Wexam,Mercedes,261,"1,842",0
ExceIlent,Blade Master,268,"1,605",600
Maokie,Hayato,263,"1,498",300
Fairysusu,Mercedes,271,"1,304",300
Susah,Bowmaster,277,"1,287",600
ThatsoEvan,Evan,271,"1,261",300
ExcaliCrown,Bishop,262,"1,245",600
GeckÕ,Blaze Wizard,263,955,300
Dargondur,Paladin,264,635,0
SweetPlatano,Bishop,264,419,300
momloveer,Night Lord,261,414,0
Hikiniku,Dawn Warrior,270,228,300
0rvius,Illium,266,0,0
Aillou,Arch Mage (I/L),281,0,0
AlynaH,Corsair,267,0,0
Aoifene,Kaiser,248,0,0
AriesxArk,Ark,263,0,0
ArwenWindx,Wind Archer,267,0,0
Atargattis,Wind Archer,266,0,0
BuccaR1,Buccaneer,261,0,0
Camill97,Adele,270,0,0
Cessation,Hero,285,0,0
Charmante,Kinesis,282,0,0
Chuckfoo,Hero,272,0,0
CoronaHeroX,Hero,280,0,0
Cullis,Blade Master,279,0,0
DouBlaze,Shadower,265,0,0
Erofire,Arch Mage (F/P),264,0,0
FairParadox,Hero,272,0,0
FairyErda,Mercedes,281,0,0
FakerIsU,Mercedes,265,0,0
Femtas,Arch Mage (F/P),273,0,0
FindingRawrs,Pathfinder,281,0,0
FujiBow,Bowmaster,261,0,0
Gambianna,Kanna,242,0,0
Gambiarra,Paladin,262,0,0
Gaslowe,Hoyoung,251,0,0
GeroHero,Hero,262,0,0
GiftStory,Buccaneer,265,0,0
Giroe,Night Lord,259,0,0
Glacister,Kanna,243,0,0
Herfo,Hero,277,0,0
ILoveSusah,Bowmaster,260,0,0
Ioyo,Battlemage,270,0,0
JaeiDeun,Pathfinder,277,0,0
Jayras,Dawn Warrior,267,0,0
Jettentat,Hero,261,0,0
jin99,Adele,278,0,0
KalePesto,Corsair,253,0,0
KannaWoopit,Kanna,237,0,0
Kelci,Dawn Warrior,267,0,0
Ketiew,Shade,260,0,0
Kiangaroo,Kain,260,0,0
Kingigor,Bishop,264,0,0
Laphrii,Buccaneer,259,0,0
LoneSwallow,Shade,252,0,0
Lospalos,Hero,275,0,0
LumiTakeji,Luminous,277,0,0
Luumnia,Adele,262,0,0
Minterr,Buccaneer,274,0,0
Nooks7070,Dawn Warrior,260,0,0
Nv00,Shadower,260,0,0
Oakees,Cadena,270,0,0
Pedelle,Adele,271,0,0
PuppyCake,Paladin,268,0,0
PyrusILmage,Arch Mage (I/L),261,0,0
