IGN,CLASS,LVL,CULVERT,FLAG
NandoLab,Night Walker,286,"70,580",0
Zugan,Unknown,0,0,0
Smellymel,Night Walker,286,"48,008",0
Sachdad,Kain,285,"41,108",0
AYoungPan,Xenon,284,"39,973",0
joosty,Dawn Warrior,283,"39,280",0
SingularityX,Hero,286,"39,036",0
AgriasOaks,Hero,285,"37,785",0
Vilowe,Illium,285,"35,477",400
ShiroUni,Bishop,282,"33,998",0
NaroXY,Night Lord,284,"32,088",0
MysticalStep,Phantom,285,"28,887",0
ExiledCrown,Night Lord,283,"26,320",400
AgriasOaks,Adele,276,"24,489",0
DWBob,Dawn Warrior,284,"23,447",300
Couronne,Bowmaster,281,"20,819",900
Ostentat,Mechanic,284,"20,233",0
Rafff,Paladin,248,0,0
Recordcake,Pathfinder,273,0,0
Robust,Shade,266,0,0
SatsumaB,Hayato,278,0,0
SerAmida,Hayato,266,0,0
Shiroldol,Angelic Buster,260,0,0
Snooted,Wind Archer,272,0,0
TigerThorn,Kanna,255,0,0
URAQT,Angelic Buster,260,0,0
Waowa,Wind Archer,262,0,0
WaterBend,Zero,278,0,0
Wharchers,Wind Archer,277,0,0
Winterwinta,Phantom,273,0,0
XRTheodore,Night Lord,274,0,0
YeRangE,Hero,263,0,0
antcbb,Aran,263,0,0
buncho,llium,285,0,0
bunchwalk,Night Walker,263,0,0
discountMe,Wind Archer,261,0,0
IHinoel,Wild Hunter,285,"19,866",0
EightLD,Buccaneer,278,"19,840",0
Zeeyoung,Hoyoung,277,"19,209",0
Malfe,Night Walker,280,"18,544",0
PoeBow,Pathfinder,280,"18,416",0
Arsteia,Bowmaster,281,"18,055","1,000"
dmgdawn,Dawn Warrior,283,"17,628",0
Channel,Buccaneer,270,17.476,0
Chiivess,Bishop,283,"15,889",0
XxAV,Adele,280,"15,598",0
abb2be2,Angelic Buster,280,"15,260",0
Explosia,Bishop,280,13.805,0
helloyesok,Cadena,262,"13,160",0
GreenHero,Hero,280,"12,971",0
YoltsOP,Blade Master,278,"12,953",0
Fairies,Adele,276,"12,698","1,000"
AnnyWithaY,Cadena,281,"12,639",0
Fieldsoflce,Arch Mage (I/L,280,"12,296",0
goatnuts,Night Walker,278,"12,088",0
Student625,Bishop,283,"11,618",0
ArkR1,Ark,277,"11,265",300
KptKrazz,Buccaneer,276,"11,017",0
Azaghal,Mihile,264,"11,013",0
Seihin,Dawn Warrior,275,"10,396",700
OJeezOWe,Arch Mage (F/P),281,"10,314",0
joyjoos:,Buccaneer,265,"10,073",0
GUINS00S,Wind Archer,277,"9,215",0
SadDuck,Blade Master,278,8.863,300
Darkman4,Night Walker,275,"8,724",300
LeSqueech,Bishop,280,"7,464",900
