IGN,CLASS,LVL,CULVERT,FLAG
NandoLab,Night Walker,285,"54,849",0
Smellymel,Night Walker,285,"38,249",0
gomahao,Marksman,286,"37,491",0
Agriasoaks,Hero,284,"34,849",0
Zugan,Unknown,0,0,0
niffyWhiff,Wind Archer,285,"30,987",100
SingularityX,Hero,285,"30,459",0
NaroXY,Night Lord,283,"29,725",0
AYoungPan,Xenon,281,"27,755",0
Alivya,Bishop,284,"24,901",0
HeWhoBuc,Buccaneer,280,"24,833",0
ShiroUni,Bishop,280,"23,518",0
joosty,Dawn Warrior,281,"23,470",0
MysticalStep,Phantom,283,"20,199",0
Charmante,Kinesis,281,"18,744",0
FairyErda,Mercedes,281,"18,150",550
pokguy,Arch Mage (I/L),276,"17,948",800
Rafff,Paladin,245,0,0
SatsumaB,Hayato,278,0,0
SerAmida,Hayato,265,0,0
Snooted,Wind Archer,270,0,0
Snowden,Unknown,0,0,0
SolEXCrownDawn,Warrior,252,0,0
SomaSet,Dark Knight,282,0,0
StumblsRuThunderBreaker261,Unknown,0,0,0
TigerThorn,Kanna,255,0,0
Tipku,Adele,262,0,0
URAQT,Angelic Buster,253,0,0
Walkees,Night Walker,252,0,0
Waokie,Hayato,262,0,0
Waowa,Wind Archer,262,0,0
WharchersWind,Archer,273,0,0
Winterwinta,Phantom,273,0,0
Xepyks,Hero,267,0,0
antchb,Aran,260,0,0
buncho,lllium,283,0,0
bunchwalk,Unknown,0,0,0
geminisea,Shadower,256,0,0
kesmaree,Adele,264,0,0
onetym,Blade Master,265,0,0
sadweeken,Lara,270,0,0
shootemqu,Wind Archer,280,0,0
slimreboot,Demon Sla,yer,5,0
sluhgs,Angelic Buster,263,0,0
sut1ven,Dawn Warrior,275,0,0
xIllusionZ,Pathfinder:,262,0,0
xIMeowless,Lynn,261,0,0
SmackYaD,Kain,284,"17,667",0
AgriasOaks,Adele,276,"17,429",0
Cessation,Hero,281,"17,028",0
Zeeyoung,Hoyoung,276,"16,703",0
ExiledCrown,Night Lord,281,"15,690",0
jonipally,Paladin,280,"15,566",0
MauricioS,Bishop,280,"15,462","1,000"
Ostentat,Mechanic,283,"13,920",0
XxAW,Adele,278,"13,775",0
CoronaHer,Hero,278,"12,615",0
Couronne,Bowmaster,280,"12,461",0
blkicecoffee,Bowmaster,280,"11,786",0
helloyesok,Cadena,261,"11,562",0
PoeBow,Pathfinder,278,"11,559",0
goatnuts,Night Walker,275,"11,554",0
WaterBend,Zero,276,"11,353",0
FindingRa,Pathfinder,280,"11,214",200
EightLD,Buccaneer,274,"10,814",0
AnnyWithaY,Cadena,280,"10,445",0
warlock,Night Lord,280,"10,226",0
ArkR1,Ark,276,"10,138",250
IHinoel,Wild Hunter,281,"10,130",0
Explosia,Bishop,276,"9,959",0
Ailiou,Arch Mage (I/L),280,"9,427",0
Fieldsoflce,Arch Mage (I/L),278,"9,307",0
Channel,Buccaneer,263,"9,186",0
KptKrazz,Buccaneer,274,"9,167",0
Robust,Shade,266,"9,147",0
Chiivess,Bishop,280,"8,976",0
Coronadena,Cadena,275,"8,809",450
Goma,Bowmaster,263,"8,794",0
lyazy,Wind Archer,281,"8,038",100
Student625,Bishop,281,"7,905",0
OJeezOWe,Arch Mage (F/P),277,7.877,100
Arsteia,Bowmaster,277,"7,608","1,000"
JobuTupaky,Shadower,282,"7,328",350
Ixeon,Paladin,276,"6,724",0
Azaghal,Mihile,263,"6,531",0
Seihin,Dawn Warrior,271,"6,432",250
ShyGuy69,Demon Slayer,276,"6,203",100
joyjoos,Buccaneer,261,"6,134",250
Aggression,Buccaneer,262,"5,858",0
Maokie,Arch Mage (I/L),268,"5,053",250
Jin99,Adele,276,"4,875",100
Herfo,Hero,271,"4,755",400
Kori312,Arch Mage (F/P),268,"4,671",200
DaddyDoo,Marksman,271,"4,617",250
GUINS00S,Wind Archer,274,"4,151",100
BrackMamaCannon,Unknown,0,0,0
LoveGoes,Night Lord,270,"3,960",100
buffabplz,Hayato,250,"3,828",0
XRTheodore,Night Lord,271,"3,517",0
goatnuts,Kanna,261,"3,456",100
SadDuck,Blade Master,272,"3,442",100
Bloodymick,Cadena,271,"3,271",0
ExcaliCrown,Hero,271,"3,115",0
AdelePyrusX,Adele,277,"3,033",100
p8kerF4c3,Hero,261,"2,952",100
gyaradoof,Wind Archer,261,"2,918",250
