IGN,CLASS,LVL,CULVERT,FLAG
NandoLab,Night Walker,285,"53,672",0
Smellymelons,Night Walker,284,"36,282",0
gomahao,Marksman,285,"35,628",0
AgriasOäks,Hero,283,"31,796",0
Zugan,Shadower,285,"30,808",0
SingularityX,Hero,284,"28,093",0
AYoungPanda,Xenon,281,"25,330",400
NaroXY,Night Lord,282,"23,651",0
HeWhoBuccs,Buccaneer,280,"22,660",0
Osmosium,Hero,280,"22,517",0
ShiroUni,Bishop,279,"22,143",400
MysticalStep,Phantom,283,"19,120",0
AgriásOaks,Adele,276,"18,937",0
Charmante,Kinesis,280,"17,971",0
joosty,Dawn Warrior,280,"17,613",0
AIivya,Bishop,282,"17,147",0
Zeeyoung,Hoyoung,276,"15,644",0
TigerThorn,Kanna,255,0,0
URAQT,Angelic Buster,253,0,0
Waowa,Wind Archer,261,0,0
winterwinta,Phantom,273,0,350
XRtheodore,Night Lord,268,0,0
Xepyks,Hero,264,0,0
Antcbb,Aran,260,0,0
blkicecoffee,Bowmaster,280,0,0
bunch0,Illium,282,0,0
bunchwalk,Night Walker,263,0,0
discountMerc,Wind Archer,260,0,0
geminiseason,Shadower,256,0,0
jsphbish,Bishop,267,0,0
Kesmaree,Adele,264,0,0
onetym,Blade Master,265,0,0
pokguy,Arch Mage (I/L),273,0,0
slimreboot,Demon Slayer,254,0,0
Sluhgs,Angelic Buster,263,0,0
Sut1ven,Dawn Warrior,275,0,0
warlock,Night Lord,277,0,0
xillusionZ,Pathfinder,262,0,0
XxMakgeolli,Night Lord,256,0,0
SmackYaDad,Kain,283,"15,367",0
ExiledCrown,Night Lord,280,"14,261",0
Cessation,Hero,278,"13,504",0
Iyazy,Wind Archer,280,"12,589",0
shootemquile,Wind Archer,278,"12,401",350
Aillou,Arch Mage (I/L),279,"12,046",0
Couronne,Bowmaster,278,"11,963",250
IHinoeI,Wild Hunter,280,"11,918",0
PoeBow,Pathfinder,276,"11,830",0
FindingRawrs,Pathfinder,280,"11,770",100
XxAvV,Adele,277,"11,644",0
Ostentat,Mechanic,282,"11,495",0
Explosia,Bishop,275,"11,358",0
freemefromnx,Night Walker,277,"10,697",0
CoronaHeroX,Hero,276,"10,323",0
helloyesok,Cadena,261,"10,317",0
goatnuts,Night Walker,272,"10,165",0
xMooymoo,Bishop,268,"9,750",0
EightLD,Buccaneer,272,"9,306",0
Chiivess,Bishop,280,"9,291",0
SomaSet,Dark Knight,281,"9,284",0
Fieldsofice,Arch Mage (I/L),277,"9,178",0
MauricioS,Bishop,276,"9,178","1,000"
JoniPally,Paladin,277,"8,393",0
FairyErda,Mercedes,280,"8,299","1,000"
Channel,Buccaneer,261,"8,082",0
ArkR1,Ark,275,"7,762",100
AnnyWithaY,Cadena,279,"7,524",100
Seihin,Dawn Warrior,267,"7,025",400
KptKrazz,Buccaneer,272,"6,957",100
Robust,Shade,265,"6,879",0
FairParadox,Hero,272,"6,866",100
DouBlaze,Shadower,262,"6,732",0
WaterBender,Zero,275,"6,732",0
Coronadena,Cadena,273,"6,606",250
Student625,Bishop,280,"6,596",0
Azaghal,Mihile,263,"6,594",0
Arsteia,Bowmaster,276,"5,934","1,000"
