IGN,CLASS,LVL,CULVERT,FLAG
NandoLab,Night Walker,286,"60,849",0
Smellymelons,Night Walker,285,"38,973",0
Zugan,Shadower,286,"38,861",0
SingularityX,Hero,285,"35,611",0
AgriasOäks,Hero,284,"35,265",0
NaroXY,Night Lord,283,"32,148",0
niffyWhiff,Wind Archer,285,"29,281",0
Sachdad,Kain,284,"27,684",0
AYoungPanda,Xenon,282,"26,806",0
ShiroUni,Bishop,280,"24,772",0
AIivya,Bishop,284,"24,500",0
HeWhoBuccs,Buccaneer,280,"24,289",0
Cessation,Hero,281,"23,927",0
warIock,Night Lord,281,"21,591",0
AgriásOaks,Adele,276,"21,163",0
MysticalStep,Phantom,284,"21,070",0
joosty,Dawn Warrior,282,"20,556",0
Pedelle,Adele,271,0,0
PhaseRus,Night Walker,ker,2,0
Punx,Cadena,281,0,0
PyrusILmage,Arch Mage (F/P),age,0,0
Raffff,Paladin,248,0,0
SatsumaBushi,Hayato,278,0,0
SerAmidamaru,Hayato,265,0,0
ShyGuy69,Demon Slayer,yer,5,0
SmollNippy,Bishop,271,0,400
Snooted,Wind Archer,270,0,0
Snôwden,Bowmaster,272,0,0
SolExCrown,Dawn Warrior,252,0,0
StumblsRumbl,Thunder Breaker,261,0,0
ThatsoEvan,Evan,267,0,100
TigerThorn,Kanna,255,0,0
URAQT,Angelic Buster,259,0,0
Walkees,Night Walker,0,0,0
Waowa,Wind Archer,262,0,0
winterwinta,Phantom,273,0,0
Antcbb,Aran,260,0,0
blkicecoffee,Bowmaster,280,0,0
bunch0,Illium,283,0,0
bunchwalk,Night Walker,263,0,0
discountMerc,Wind Archer,260,0,0
geminiseason,Shadower,260,0,0
gomahao,Marksman,286,0,0
Kesmaree,Adele,264,0,0
onetym,Blade Master,265,0,0
Sadweekend,Lara,270,0,0
Sluhgs,Angelic Buster,263,0,0
Sut1ven,Dawn Warrior,275,0,0
xillusionZ,Pathfinder,0,0,0
Charmante,Kinesis,281,"20,230",450
pokguy,Arch Mage (I/L),278,"19,682","1,000"
FairyErda,Mercedes,281,"18,823",800
JoniPally,Paladin,281,"18,012",0
Zeeyoung,Hoyoung,277,"17,797",0
shootemquile,Wind Archer,280,"17,768",100
Ostentat,Mechanic,283,"16,367",0
MauricioS,Bishop,280,"16,359","1,000"
ExiledCrown,Night Lord,281,"15,213",0
IHinoeI,Wild Hunter,282,"14,623",0
XxAvV,Adele,279,"13,821",0
Couronne,Bowmaster,280,"13,418",350
Chiivess,Bishop,281,"13,350",0
CoronaHeroX,Hero,278,"13,341",0
Channel,Buccaneer,264,"13,193",0
Iyazy,Wind Archer,282,"12,949",0
PoeBow,Pathfinder,278,"12,864",0
WaterBender,Zero,277,"12,738",0
goatnuts,Night Walker,275,"12,414",0
Explosia,Bishop,277,"12,255",0
Aillou,Arch Mage (I/L),280,"12,074",0
helloyesok,Cadena,261,"11,987",0
Malfe,Night Walker,280,"11,533",0
Fairies,Adele,275,"11,530",0
EightLD,Buccaneer,275,"10,553",0
AnnyWithaY,Cadena,280,"10,133",0
ArkR1,Ark,276,"9,856",250
Arsteia,Bowmaster,278,"9,729","1,000"
Azaghal,Mihile,263,"9,354",0
Student625,Bishop,281,"9,137",0
GreenHero,Hero,276,"9,022",0
Coronadena,Cadena,275,"9,011",400
Gôma,Bowmaster,263,"8,943",0
Fieldsofice,Arch Mage (I/L),278,8.884,0
Robust,Shade,266,"8,600",0
KptKrazz,Buccaneer,275,"8,509",0
Seihin,Dawn Warrior,272,"8,376",100
Kori312,Arch Mage (F/P),270,7.999,100
Ixeon,Paladin,277,7.568,0
DouBlaze,Shadower,264,"7,212",0
joyjoos,Buccaneer,261,"6,461",0
Aggression,Buccaneer,262,"6,456",0
Maokie,Arch Mage (I/L),269,"5,713",200
OJeezOWeez,Arch Mage (F/P),278,"5,712",100
jin99,Adele,277,"5,370",100
BrackMama,Cannon Master,0,0,0
Herfo,Hero,272,"5,009",300
DaddyDoo,Marksman,273,"5,006",350
LoveGoes,Night Lord,271,"4,652",100
Maydis,Lynn,265,"4,634",0
GUINS00S,Wind Archer,274,"4,600",100
Andiology,Hero,275,"4,519",100
buffabplz,Hayato,250,"4,229",0
SadDuck,Blade Master,274,"4,168",100
ExcaliCrown,Hero,271,"3,884",0
Synchronite,Zero,260,"3,739",300
goatnuts,Kanna,261,"3,585",100
LeSqueech,Bishop,276,"3,574",200
Bloodymick,Cadena,271,"3,284",0
Lospalos,Hero,273,"3,091",100
eAnNyah,Wind Archer,269,"3,053",100
PathJutsu,Pathfinder,274,"2,965",100
Femtas,Arch Mage (F/P),270,"2,768",100
Demonictized,Demon Avenger,250,"2,701",550
MesolessHo,Shadower,270,"2,678",0
Camill97,Adele,267,"2,654",100
SuhcMyDawn,Dawn Warrior,271,"2,609",100
FakerIsU,Mercedes,262,"2,462",100
xlMeowIesslx,Lynn,262,"2,296",100
Wharchers,Wind Archer,274,"2,234",100
XRtheodore,Night Lord,271,"2,109",0
gyaradoof,Wind Archer,261,"2,078",100
lcysilk,Night Lord,262,"2,012",100
